name,128,64,32,16,8,4,2,1
Corentin Moutet,100.0%,34.96%,9.719999999999999%,1.8800000000000001%,0.27999999999999997%,0.0%,0.0%,0.0%
Michael Mmoh,100.0%,34.31%,8.129999999999999%,1.06%,0.25%,0.0%,0.0%,0.0%
Facundo Bagnis,100.0%,28.29%,7.76%,1.0%,0.24%,0.0%,0.0%,0.0%
Norbert Gombos,100.0%,26.14%,6.32%,1.0%,0.22999999999999998%,0.0%,0.0%,0.0%
Carlos Taberner,100.0%,28.999999999999996%,6.069999999999999%,1.29%,0.21%,0.0%,0.0%,0.0%
Mohamed Safwat,100.0%,32.29%,8.790000000000001%,1.0699999999999998%,0.21%,0.0%,0.0%,0.0%
Bernard Tomic,100.0%,38.800000000000004%,10.73%,1.67%,0.2%,0.0%,0.0%,0.0%
Jurgen Zopp,100.0%,32.0%,7.95%,1.3299999999999998%,0.19%,0.0%,0.0%,0.0%
Nicola Kuhn,100.0%,34.0%,9.27%,1.55%,0.18%,0.0%,0.0%,0.0%
Daniel Gimeno Traver,100.0%,29.110000000000003%,6.84%,0.95%,0.16%,0.0%,0.0%,0.0%
Evan King,100.0%,30.56%,7.9399999999999995%,1.38%,0.13%,0.0%,0.0%,0.0%
Dustin Brown,100.0%,29.439999999999998%,8.129999999999999%,0.9400000000000001%,0.13%,0.0%,0.0%,0.0%
Adrian Menendez Maceiras,100.0%,29.709999999999997%,6.18%,1.0%,0.12%,0.0%,0.0%,0.0%
Christopher Eubanks,100.0%,29.18%,5.88%,0.8200000000000001%,0.12%,0.0%,0.0%,0.0%
Hubert Hurkacz,100.0%,28.110000000000003%,6.79%,0.6799999999999999%,0.11%,0.0%,0.0%,0.0%
Alex Bolt,100.0%,29.759999999999998%,6.619999999999999%,1.05%,0.1%,0.0%,0.0%,0.0%
Carlos Berlocq,100.0%,33.35%,9.43%,1.52%,0.09%,0.0%,0.0%,0.0%
Tallon Griekspoor,100.0%,22.5%,4.5%,0.59%,0.09%,0.0%,0.0%,0.0%
Go Soeda,100.0%,24.64%,4.36%,0.44999999999999996%,0.09%,0.0%,0.0%,0.0%
Tobias Kamke,100.0%,27.54%,5.62%,1.0%,0.08%,0.0%,0.0%,0.0%
Blaz Rola,100.0%,30.17%,6.83%,0.9199999999999999%,0.08%,0.0%,0.0%,0.0%
Peter Polansky,100.0%,30.0%,6.58%,0.8099999999999999%,0.08%,0.0%,0.0%,0.0%
Bradley Klahn,100.0%,26.08%,4.64%,0.48%,0.08%,0.0%,0.0%,0.0%
Liam Broady,100.0%,34.8%,8.4%,1.6%,0.06999999999999999%,0.0%,0.0%,0.0%
Felix Auger Aliassime,100.0%,30.89%,7.8100000000000005%,1.52%,0.06999999999999999%,0.0%,0.0%,0.0%
Steve Darcis,100.0%,29.93%,6.64%,1.21%,0.06999999999999999%,0.0%,0.0%,0.0%
Akira Santillan,100.0%,31.0%,6.67%,1.0699999999999998%,0.06999999999999999%,0.0%,0.0%,0.0%
Matteo Donati,100.0%,33.67%,8.4%,1.0%,0.06999999999999999%,0.0%,0.0%,0.0%
Blaz Kavcic,100.0%,25.36%,5.36%,0.79%,0.06999999999999999%,0.0%,0.0%,0.0%
Kenny De Schepper,100.0%,27.400000000000002%,6.2%,0.6%,0.06999999999999999%,0.0%,0.0%,0.0%
Stefan Kozlov,100.0%,25.119999999999997%,5.87%,0.9400000000000001%,0.06%,0.0%,0.0%,0.0%
Kevin King,100.0%,19.89%,2.83%,0.27999999999999997%,0.06%,0.0%,0.0%,0.0%
Gleb Sakharov,100.0%,23.56%,3.8699999999999997%,0.25%,0.06%,0.0%,0.0%,0.0%
Ricardo Ojeda Lara,100.0%,32.550000000000004%,8.1%,1.15%,0.05%,0.0%,0.0%,0.0%
Marco Trungelliti,100.0%,28.050000000000004%,7.140000000000001%,1.09%,0.05%,0.0%,0.0%,0.0%
Mitchell Krueger,100.0%,29.549999999999997%,6.77%,1.09%,0.05%,0.0%,0.0%,0.0%
Jason Kubler,100.0%,31.569999999999997%,7.57%,1.05%,0.05%,0.0%,0.0%,0.0%
Brayden Schnur,100.0%,29.84%,5.63%,0.84%,0.05%,0.0%,0.0%,0.0%
Luca Vanni,100.0%,26.889999999999997%,5.47%,0.58%,0.05%,0.0%,0.0%,0.0%
Attila Balazs,100.0%,26.729999999999997%,4.82%,0.44999999999999996%,0.05%,0.0%,0.0%,0.0%
Vincent Millot,100.0%,24.36%,4.68%,0.44999999999999996%,0.05%,0.0%,0.0%,0.0%
John Patrick Smith,100.0%,25.88%,4.81%,0.5%,0.04%,0.0%,0.0%,0.0%
Guilherme Clezar,100.0%,23.96%,3.85%,0.35000000000000003%,0.04%,0.0%,0.0%,0.0%
Ze Zhang,100.0%,34.67%,9.56%,1.44%,0.0%,0.0%,0.0%,0.0%
Renzo Olivo,100.0%,31.619999999999997%,8.23%,1.31%,0.0%,0.0%,0.0%,0.0%
Noah Rubin,100.0%,30.830000000000002%,7.08%,1.08%,0.0%,0.0%,0.0%,0.0%
