2001-560,103084,23.7535934292,27,1202,27,
2001-560,102231,28.2026009582,70,585,,
2001-560,103103,23.6440793977,22,1300,23,
2001-560,103834,19.9780971937,297,107,,WC
2001-560,102610,26.173853525,40,860,,
2001-560,103420,22.045174538,50,723,,
2001-560,102925,24.5831622177,174,218,,Q
2001-560,103204,23.2525667351,115,354,,WC
2001-560,101964,29.954825462,16,1491,15,
2001-560,102869,24.8843258042,45,780,,
2001-560,103096,23.6933607118,12,1835,12,
2001-560,103181,23.3429158111,94,416,,
2001-560,101733,31.370294319,96,410,,
2001-560,103714,20.5174537988,42,835,,
2001-560,102950,24.4709103354,66,615,,
2001-560,103888,19.7152635181,192,200,,WC
2001-560,102845,24.9993155373,17,1395,17,
2001-560,102703,25.6481861739,67,612,,
2001-560,102765,25.3990417522,31,1150,31,
2001-560,104166,18.3463381246,1259,2,,WC
2001-560,103900,19.65229295,80,511,,Q
2001-560,102184,28.4681724846,64,620,,
2001-560,102567,26.4065708419,120,344,,Q
2001-560,103356,22.3901437372,68,605,,
2001-560,102338,27.5208761123,7,2575,7,
2001-560,101320,34.6475017112,81,505,,
2001-560,103720,20.5037645448,4,3145,4,
2001-560,103176,23.3538672142,89,483,,
2001-560,103484,21.6646132786,95,413,,WC
2001-560,101820,30.803559206,92,450,,
2001-560,102911,24.629705681,75,540,,
2001-560,101750,31.2607802875,197,191,,Q
2001-560,102287,27.780971937,25,1225,25,
2001-560,102358,27.4579055441,23,1255,19,
2001-560,103451,21.8973305955,199,190,,Q
2001-560,102730,25.5195071869,134,300,,Q
2001-560,102562,26.4339493498,41,846,,
2001-560,104076,18.8528405202,77,527,,
2001-560,102456,26.9267624914,63,637,,
2001-560,102770,25.3798767967,178,212,,Q
2001-560,103163,23.4004106776,15,1580,16,
2001-560,103171,23.3730321697,93,446,,
2001-560,102374,27.3785078713,11,1895,11,
2001-560,102642,26.0314852841,140,279,,Q
2001-560,102259,27.9644079398,47,760,,
2001-560,101150,36.1943874059,108,373,,
2001-560,102855,24.9637234771,223,163,,Q
2001-560,101792,31.0362765229,121,330,,
2001-560,104053,18.9924709103,18,1342,18,
2001-560,103188,23.3237508556,85,497,,
2001-560,101774,31.1375770021,34,1035,32,
2001-560,103694,20.605065024,74,543,,
2001-560,103990,19.3237508556,39,932,,
2001-560,101965,29.9493497604,36,1005,,
2001-560,103166,23.3894592745,78,520,,
2001-560,103324,22.5407255305,82,504,,
2001-560,103507,21.5386721424,5,3105,5,
2001-560,103206,23.2470910335,8,2245,8,
2001-560,103151,23.4934976044,103,387,,
