name,128,64,32,16,8,4,2,1
104745.0000,1.0000,0.9648,0.9270,0.8836,0.8198,0.7386,0.6345,0.5114
100644.0000,1.0000,0.9026,0.8042,0.7027,0.5716,0.4308,0.2885,0.1202
105227.0000,1.0000,0.8882,0.7756,0.6604,0.5239,0.3786,0.2158,0.0850
105223.0000,1.0000,0.8698,0.7436,0.6186,0.4714,0.3152,0.1475,0.0551
105777.0000,1.0000,0.8486,0.7055,0.5677,0.4122,0.2663,0.1179,0.0400
106233.0000,1.0000,0.8506,0.7086,0.5728,0.4178,0.2389,0.0991,0.0357
104925.0000,1.0000,0.8630,0.7312,0.5918,0.3438,0.1620,0.0691,0.0296
104731.0000,1.0000,0.8195,0.6568,0.5043,0.3481,0.1923,0.0722,0.0233
105676.0000,1.0000,0.8175,0.6497,0.4961,0.3385,0.1652,0.0601,0.0201
104545.0000,1.0000,0.7920,0.6052,0.4407,0.2818,0.1194,0.0390,0.0119
105138.0000,1.0000,0.7713,0.5757,0.4100,0.2365,0.0878,0.0268,0.0079
105453.0000,1.0000,0.7881,0.6048,0.4391,0.2105,0.0773,0.0255,0.0078
105807.0000,1.0000,0.7498,0.5415,0.3684,0.2089,0.0746,0.0203,0.0056
105023.0000,1.0000,0.7539,0.5455,0.3752,0.1937,0.0670,0.0187,0.0054
104607.0000,1.0000,0.7561,0.5531,0.3810,0.1749,0.0597,0.0171,0.0053
106298.0000,1.0000,0.7440,0.5331,0.3615,0.1746,0.0573,0.0157,0.0043
106058.0000,1.0000,0.7344,0.5176,0.3423,0.1723,0.0560,0.0149,0.0040
106043.0000,1.0000,0.7326,0.5181,0.3435,0.1847,0.0615,0.0162,0.0038
104755.0000,1.0000,0.7454,0.5377,0.3119,0.1161,0.0360,0.0102,0.0029
104527.0000,1.0000,0.7424,0.5310,0.3168,0.1164,0.0350,0.0094,0.0025
104259.0000,1.0000,0.7141,0.4900,0.3043,0.1114,0.0313,0.0081,0.0021
106378.0000,1.0000,0.7090,0.4811,0.3024,0.1285,0.0377,0.0093,0.0020
104926.0000,1.0000,0.6921,0.4589,0.2811,0.1117,0.0304,0.0075,0.0019
104792.0000,1.0000,0.7177,0.4966,0.2302,0.0785,0.0217,0.0056,0.0017
133430.0000,1.0000,0.6784,0.4387,0.2460,0.0784,0.0194,0.0045,0.0010
104269.0000,1.0000,0.6784,0.4413,0.1993,0.0587,0.0142,0.0032,0.0007
105376.0000,1.0000,0.6081,0.3157,0.1291,0.0410,0.0109,0.0027,0.0006
104180.0000,1.0000,0.6599,0.4138,0.1850,0.0529,0.0122,0.0025,0.0006
106432.0000,1.0000,0.5937,0.2944,0.1234,0.0377,0.0091,0.0022,0.0006
106000.0000,1.0000,0.6486,0.3996,0.2034,0.0579,0.0124,0.0025,0.0005
111575.0000,1.0000,0.6721,0.4280,0.1706,0.0486,0.0115,0.0025,0.0005
103970.0000,1.0000,0.5841,0.2845,0.1138,0.0342,0.0082,0.0019,0.0005
126774.0000,1.0000,0.5732,0.2710,0.1104,0.0323,0.0078,0.0015,0.0005
105449.0000,1.0000,0.5752,0.2742,0.0995,0.0280,0.0068,0.0015,0.0004
105173.0000,1.0000,0.6245,0.3666,0.1797,0.0482,0.0104,0.0019,0.0003
104919.0000,1.0000,0.5836,0.2832,0.1110,0.0335,0.0080,0.0019,0.0003
103852.0000,1.0000,0.6318,0.3752,0.1616,0.0426,0.0091,0.0018,0.0003
104655.0000,1.0000,0.5820,0.2833,0.0978,0.0273,0.0069,0.0015,0.0003
105916.0000,1.0000,0.5641,0.2605,0.0925,0.0256,0.0058,0.0012,0.0003
105077.0000,1.0000,0.6345,0.3819,0.1474,0.0378,0.0077,0.0014,0.0002
105379.0000,1.0000,0.5595,0.2593,0.0844,0.0228,0.0054,0.0011,0.0002
105311.0000,1.0000,0.5389,0.2354,0.0758,0.0200,0.0041,0.0008,0.0002
105550.0000,1.0000,0.5299,0.2279,0.0665,0.0163,0.0034,0.0006,0.0002
105643.0000,1.0000,0.5319,0.2277,0.0680,0.0163,0.0030,0.0006,0.0002
111797.0000,1.0000,0.5504,0.2487,0.0803,0.0208,0.0046,0.0009,0.0001
105332.0000,1.0000,0.5303,0.2291,0.0706,0.0174,0.0036,0.0006,0.0001
104898.0000,1.0000,0.5220,0.2223,0.0720,0.0175,0.0031,0.0006,0.0001
126203.0000,1.0000,0.5235,0.2237,0.0667,0.0165,0.0031,0.0006,0.0001
105357.0000,1.0000,0.5167,0.2140,0.0623,0.0145,0.0030,0.0006,0.0001
103333.0000,1.0000,0.5138,0.2123,0.0608,0.0141,0.0029,0.0006,0.0001
105583.0000,1.0000,0.5273,0.2250,0.0681,0.0164,0.0032,0.0005,0.0001
126207.0000,1.0000,0.5276,0.2256,0.0681,0.0161,0.0028,0.0005,0.0001
105992.0000,1.0000,0.5065,0.2057,0.0578,0.0131,0.0025,0.0005,0.0001
104468.0000,1.0000,0.5164,0.2149,0.0613,0.0137,0.0026,0.0004,0.0001
106026.0000,1.0000,0.5005,0.1999,0.0546,0.0123,0.0025,0.0004,0.0001
105657.0000,1.0000,0.4956,0.1959,0.0516,0.0114,0.0022,0.0004,0.0001
111577.0000,1.0000,0.4731,0.1775,0.0459,0.0094,0.0015,0.0004,0.0001
104571.0000,1.0000,0.5008,0.2023,0.0555,0.0124,0.0026,0.0003,0.0001
106421.0000,1.0000,0.4970,0.1964,0.0551,0.0119,0.0021,0.0003,0.0001
106148.0000,1.0000,0.4859,0.1874,0.0483,0.0102,0.0019,0.0003,0.0001
104665.0000,1.0000,0.4586,0.1625,0.0400,0.0079,0.0012,0.0003,0.0001
104999.0000,1.0000,0.4766,0.1778,0.0439,0.0086,0.0014,0.0002,0.0001
104871.0000,1.0000,0.5111,0.2109,0.0593,0.0131,0.0025,0.0003,0.0000
104312.0000,1.0000,0.4900,0.1930,0.0543,0.0121,0.0022,0.0003,0.0000
105373.0000,1.0000,0.4935,0.1961,0.0519,0.0110,0.0020,0.0003,0.0000
106210.0000,1.0000,0.4896,0.1898,0.0499,0.0107,0.0019,0.0003,0.0000
104797.0000,1.0000,0.4677,0.1715,0.0413,0.0084,0.0014,0.0002,0.0000
105208.0000,1.0000,0.4649,0.1695,0.0414,0.0082,0.0013,0.0002,0.0000
104291.0000,1.0000,0.4513,0.1569,0.0364,0.0068,0.0012,0.0002,0.0000
105732.0000,1.0000,0.4485,0.1548,0.0352,0.0065,0.0012,0.0002,0.0000
105526.0000,1.0000,0.4682,0.1705,0.0421,0.0082,0.0011,0.0002,0.0000
105932.0000,1.0000,0.4613,0.1652,0.0396,0.0070,0.0010,0.0002,0.0000
105806.0000,1.0000,0.4325,0.1436,0.0306,0.0057,0.0008,0.0002,0.0000
105815.0000,1.0000,0.4462,0.1548,0.0373,0.0072,0.0012,0.0001,0.0000
104620.0000,1.0000,0.4385,0.1501,0.0346,0.0062,0.0011,0.0001,0.0000
200282.0000,1.0000,0.4398,0.1499,0.0339,0.0061,0.0011,0.0001,0.0000
104198.0000,1.0000,0.4582,0.1634,0.0404,0.0074,0.0010,0.0001,0.0000
103898.0000,1.0000,0.4299,0.1424,0.0305,0.0053,0.0008,0.0001,0.0000
105062.0000,1.0000,0.4333,0.1437,0.0316,0.0051,0.0008,0.0001,0.0000
111815.0000,1.0000,0.4432,0.1526,0.0352,0.0062,0.0007,0.0001,0.0000
111513.0000,1.0000,0.4278,0.1406,0.0296,0.0051,0.0007,0.0001,0.0000
105216.0000,1.0000,0.4153,0.1316,0.0287,0.0050,0.0007,0.0001,0.0000
105577.0000,1.0000,0.4215,0.1365,0.0291,0.0048,0.0007,0.0001,0.0000
103893.0000,1.0000,0.4174,0.1325,0.0279,0.0048,0.0007,0.0001,0.0000
106071.0000,1.0000,0.4248,0.1374,0.0290,0.0046,0.0006,0.0001,0.0000
104547.0000,1.0000,0.4196,0.1332,0.0282,0.0045,0.0006,0.0001,0.0000
134770.0000,1.0000,0.4183,0.1329,0.0279,0.0045,0.0006,0.0001,0.0000
105575.0000,1.0000,0.4171,0.1324,0.0278,0.0044,0.0006,0.0001,0.0000
104534.0000,1.0000,0.4199,0.1314,0.0275,0.0043,0.0006,0.0001,0.0000
104660.0000,1.0000,0.4041,0.1226,0.0238,0.0035,0.0005,0.0001,0.0000
125802.0000,1.0000,0.4029,0.1227,0.0245,0.0039,0.0004,0.0001,0.0000
105064.0000,1.0000,0.3897,0.1138,0.0209,0.0030,0.0004,0.0001,0.0000
111442.0000,1.0000,0.3683,0.0982,0.0167,0.0025,0.0003,0.0001,0.0000
105132.0000,1.0000,0.3684,0.0994,0.0170,0.0023,0.0003,0.0001,0.0000
106361.0000,1.0000,0.3715,0.1015,0.0181,0.0024,0.0002,0.0001,0.0000
106045.0000,1.0000,0.3868,0.1123,0.0207,0.0031,0.0004,0.0000,0.0000
109739.0000,1.0000,0.4067,0.1227,0.0242,0.0037,0.0003,0.0000,0.0000
105051.0000,1.0000,0.3813,0.1083,0.0200,0.0032,0.0003,0.0000,0.0000
105819.0000,1.0000,0.3920,0.1151,0.0221,0.0031,0.0003,0.0000,0.0000
103917.0000,1.0000,0.3931,0.1147,0.0211,0.0030,0.0003,0.0000,0.0000
106065.0000,1.0000,0.3882,0.1107,0.0201,0.0030,0.0003,0.0000,0.0000
105633.0000,1.0000,0.3732,0.1025,0.0185,0.0025,0.0003,0.0000,0.0000
104297.0000,1.0000,0.3719,0.1012,0.0175,0.0024,0.0003,0.0000,0.0000
104022.0000,1.0000,0.3764,0.1053,0.0197,0.0026,0.0002,0.0000,0.0000
105539.0000,1.0000,0.3781,0.1062,0.0184,0.0026,0.0002,0.0000,0.0000
106075.0000,1.0000,0.3582,0.0919,0.0154,0.0020,0.0002,0.0000,0.0000
