name,128,64,32,16,8,4,2,1
104252.0000,1.0000,0.3460,0.0864,0.0138,0.0019,0.0002,0.0000,0.0000
111200.0000,1.0000,0.3479,0.0880,0.0144,0.0017,0.0002,0.0000,0.0000
126610.0000,1.0000,0.3475,0.0878,0.0131,0.0018,0.0001,0.0000,0.0000
105074.0000,1.0000,0.3234,0.0743,0.0106,0.0012,0.0001,0.0000,0.0000
105053.0000,1.0000,0.3226,0.0735,0.0107,0.0010,0.0001,0.0000,0.0000
105430.0000,1.0000,0.3088,0.0680,0.0091,0.0010,0.0001,0.0000,0.0000
111511.0000,1.0000,0.3035,0.0658,0.0082,0.0010,0.0001,0.0000,0.0000
106415.0000,1.0000,0.3096,0.0672,0.0086,0.0007,0.0001,0.0000,0.0000
105166.0000,1.0000,0.2888,0.0577,0.0078,0.0007,0.0001,0.0000,0.0000
105341.0000,1.0000,0.2871,0.0578,0.0069,0.0007,0.0001,0.0000,0.0000
123921.0000,1.0000,0.2667,0.0485,0.0051,0.0005,0.0001,0.0000,0.0000
144895.0000,1.0000,0.3205,0.0732,0.0101,0.0009,0.0000,0.0000,0.0000
105477.0000,1.0000,0.3040,0.0648,0.0086,0.0009,0.0000,0.0000,0.0000
128034.0000,1.0000,0.2769,0.0514,0.0059,0.0005,0.0000,0.0000,0.0000
144719.0000,1.0000,0.2642,0.0472,0.0054,0.0004,0.0000,0.0000,0.0000
126535.0000,1.0000,0.2542,0.0441,0.0050,0.0004,0.0000,0.0000,0.0000
104890.0000,1.0000,0.1820,0.0198,0.0012,0.0000,0.0000,0.0000,0.0000
106296.0000,1.0000,0.1170,0.0073,0.0003,0.0000,0.0000,0.0000,0.0000
105902.0000,1.0000,0.1026,0.0054,0.0002,0.0000,0.0000,0.0000,0.0000
106214.0000,1.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
200611.0000,1.0000,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
126125.0000,1.0000,0.0075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
