2004-D050,Davis Cup G2 R2: POR vs SCG,Clay,,4,
2004-D051,Davis Cup G2 R2: HUN vs NOR,Clay,,4,
2004-D052,Davis Cup G2 F: ITA vs POL,Clay,,4,
2004-D053,Davis Cup G2 F: HUN vs SCG,Clay,,4,
2004-D054,Davis Cup G2 R1: PUR vs BAH,Hard,,4,
2004-D055,Davis Cup G2 R1: JAM vs MEX,Hard,,4,
2004-D056,Davis Cup G2 R1: HAI vs URU,Clay,,4,
2004-D057,Davis Cup G2 R1: CUB vs DOM,Hard,,4,
2004-D058,Davis Cup G2 R2: MEX vs BAH,Clay,,4,
2004-D059,Davis Cup G2 R2: DOM vs URU,Hard,,4,
2004-D060,Davis Cup G2 F: MEX vs DOM,Clay,,4,
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,,4,
2004-D062,Davis Cup G2 R1: LIB vs IRI,Carpet,,4,
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,,4,
2004-D064,Davis Cup G2 R1: HKG vs KUW,Hard,,4,
2004-D065,Davis Cup G2 R2: KOR vs LIB,Hard,,4,
2004-D066,Davis Cup G2 R2: CHN vs KUW,Hard,,4,
2004-D067,Davis Cup G2 F: CHN vs KOR,Hard,,4,
2004-D068,Davis Cup G2 PO: GEO vs EGY,Clay,,4,
2004-D070,Davis Cup G2 PO: LAT vs TUN,Clay,,4,
2004-D071,Davis Cup G2 PO: UKR vs IRL,Hard,,4,
2004-D072,Davis Cup G2 PO: PUR vs JAM,Hard,,4,
2004-D073,Davis Cup G2 PO: CUB vs HAI,Hard,,4,
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,,4,
2004-D075,Davis Cup G2 PO: PHI vs HKG,Clay,,4,
2004-D076,Davis Cup WG PO: AUS vs MAR,Grass,,4,
2004-D077,Davis Cup WG PO: CHI vs JPN,Clay,,4,
2004-D078,Davis Cup WG PO: CRO vs BEL,Carpet,,4,
2004-D079,Davis Cup WG PO: PAR vs CZE,Clay,,4,
2004-D080,Davis Cup WG PO: SVK vs GER,Hard,,4,
2004-D081,Davis Cup WG PO: AUT vs GBR,Clay,,4,
2004-D082,Davis Cup WG PO: ROU vs CAN,Clay,,4,
2004-D083,Davis Cup WG PO: RUS vs THA,Clay,,4,
2005-891,Chennai,Hard,Outdoor,32,International
2005-890,Ho Chi Minh City,Carpet,,32,
2005-416,Rome Masters,Clay,,64,
2005-414,Hamburg Masters,Clay,,64,
2005-419,Indianapolis,Hard,Outdoor,48,International
2005-807,Acapulco,Clay,Outdoor,32,International Gold
2005-410,Monte Carlo Masters,Clay,Outdoor,64,Masters
2005-418,Washington,Hard,Outdoor,48,International Gold
2005-360,Casablanca,Clay,Outdoor,32,International
2005-451,Doha,Hard,Outdoor,32,International
2005-1536,Madrid Masters,Hard,Indoor,48,Masters
2005-520,Roland Garros,Clay,,128,
2005-580,Australian Open,Hard,Outdoor,128,Grand Slam
2005-325,Palermo,Clay,Outdoor,32,International
2005-321,Stuttgart,Clay,Outdoor,48,International Gold
2005-329,Tokyo,Hard,Outdoor,48,International Gold
2005-328,Basel,Carpet,Indoor,32,International
2005-352,Paris Masters,Carpet,,48,
2005-424,San Jose,Hard,Indoor,32,International
2005-422,Cincinnati Masters,Hard,,64,
2005-423,Los Angeles,Hard,Outdoor,32,International
2005-421,Canada Masters,Hard,,64,
2005-429,Stockholm,Hard,Indoor,32,International
2005-499,Delray Beach,Hard,Outdoor,32,International
2005-773,Bucharest,Clay,Outdoor,32,International
2005-319,Kitzbuhel,Clay,Outdoor,48,International Gold
2005-314,Gstaad,Clay,Outdoor,32,International
2005-315,Newport,Grass,Outdoor,32,International
2005-316,Bastad,Clay,Outdoor,32,International
2005-317,Amersfoort,Clay,Outdoor,32,International
2005-311,Queen's Club,Grass,,56,
2005-500,Halle,Grass,Outdoor,32,International
2005-468,Estoril,Clay,,32,
2005-505,Vina del Mar,Clay,Outdoor,32,International
2005-506,Buenos Aires,Clay,Outdoor,32,International
2005-747,Beijing,Hard,Outdoor,32,International
2005-741,Nottingham,Grass,Outdoor,32,International
2005-496,Marseille,Hard,,32,
2005-495,Dubai,Hard,,32,
2005-540,Wimbledon,Grass,Outdoor,128,Grand Slam
2005-439,Umag,Clay,Outdoor,32,International
2005-438,Moscow,Carpet,Indoor,32,International
2005-341,Metz,Hard,Indoor,32,International
2005-433,Scottsdale,Hard,Outdoor,32,International
2005-533,Costa Do Sauipe,Clay,Outdoor,32,International
2005-308,Munich,Clay,Outdoor,32,International
2005-306,St. Poelten,Clay,,32,
2005-301,Auckland,Hard,Outdoor,32,International
2005-475,Sopot,Clay,Outdoor,32,International
2005-573,Valencia,Clay,Outdoor,32,International
2005-402,Memphis,Hard,Indoor,32,International Gold
2005-403,Miami Masters,Hard,,96,
2005-404,Indian Wells Masters,Hard,,96,
2005-407,Rotterdam,Hard,Indoor,32,International Gold
2005-408,Milan,Carpet,Indoor,32,International
2005-717,Houston,Clay,Outdoor,32,International
2005-425,Barcelona,Clay,Outdoor,56,International Gold
2005-1720,Bangkok,Hard,Indoor,32,International
2005-375,Lyon,Carpet,Indoor,32,International
2005-3348,New Haven,Hard,Outdoor,48,International Gold
2005-440,'s-Hertogenbosch,Grass,Outdoor,32,International
2005-337,Vienna,Hard,Indoor,32,International Gold
2005-338,Sydney,Hard,Outdoor,32,International
2005-339,Adelaide,Hard,Outdoor,32,International
2005-568,St. Petersburg,Carpet,Indoor,32,International
2005-560,US Open,Hard,Outdoor,128,Grand Slam
2005-615,Dusseldorf,Clay,,32,
2005-605,Masters Cup,Carpet,Indoor,8,Masters Cup
2005-D001,Davis Cup WG R1: SVK vs ESP,Hard,,4,
2005-D002,Davis Cup WG R1: SUI vs NED,Hard,,4,
2005-D003,Davis Cup WG R1: AUS vs AUT,Grass,,4,
2005-D004,Davis Cup WG R1: ARG vs CZE,Clay,,4,
2005-D005,Davis Cup WG R1: RUS vs CHI,Carpet,,4,
2005-D006,Davis Cup WG R1: FRA vs SWE,Clay,,4,
2005-D007,Davis Cup WG R1: ROU vs BLR,Clay,,4,
2005-D008,Davis Cup WG R1: USA vs CRO,Hard,,4,
2005-D009,Davis Cup WG QF: SVK vs NED,Hard,,4,
2005-D010,Davis Cup WG QF: AUS vs ARG,Grass,,4,
2005-D011,Davis Cup WG QF: RUS vs FRA,Clay,,4,
2005-D012,Davis Cup WG QF: CRO vs ROU,Carpet,,4,
2005-D013,Davis Cup WG SF: SVK vs ARG,Hard,,4,
2005-D014,Davis Cup WG SF: CRO vs RUS,Carpet,,4,
2005-D015,Davis Cup WG F: SVK vs CRO,Hard,,4,
2005-D016,Davis Cup WG PO: AUT vs ECU,Hard,,4,
2005-D017,Davis Cup WG PO: CAN vs BLR,Hard,,4,
2005-D018,Davis Cup WG PO: CHI vs PAK,Clay,,4,
2005-D019,Davis Cup WG PO: CZE vs GER,Clay,,4,
2005-D020,Davis Cup WG PO: ITA vs ESP,Clay,,4,
2005-D021,Davis Cup WG PO: IND vs SWE,Grass,,4,
2005-D022,Davis Cup WG PO: SUI vs GBR,Clay,,4,
2005-D023,Davis Cup WG PO: BEL vs USA,Clay,,4,
2005-D024,Davis Cup G1 R1: VEN vs PER,Hard,,4,
2005-D025,Davis Cup G1 R1: MEX vs ECU,Hard,,4,
2005-D026,Davis Cup G1 R2: VEN vs CAN,Clay,,4,
2005-D027,Davis Cup G1 R2: ECU vs PAR,Clay,,4,
2005-D028,Davis Cup G1 PO: MEX vs PAR,Hard,,4,
2005-D029,Davis Cup G1 PO: PER vs PAR,Clay,,4,
2005-D030,Davis Cup G1 R1: SCG vs ZIM,Clay,,4,
2005-D031,Davis Cup G1 R1: LUX vs ITA,Hard,,4,
2005-D032,Davis Cup G1 R2: ISR vs GBR,Hard,,4,
2005-D033,Davis Cup G1 R2: SCG vs BEL,Clay,,4,
2005-D034,Davis Cup G1 R2: ITA vs MAR,Clay,,4,
2005-D035,Davis Cup G1 R2: RSA vs GER,Hard,,4,
2005-D036,Davis Cup G1 PO: LUX vs MAR,Hard,,4,
2005-D037,Davis Cup G1 PO: ZIM vs ISR,Hard,,4,
2005-D038,Davis Cup G1 PO: MAR vs RSA,Clay,,4,
2005-D039,Davis Cup G1 R1: PAK vs THA,Grass,,4,
2005-D040,Davis Cup G1 R1: TPE vs JPN,Hard,,4,
2005-D041,Davis Cup G1 R1: INA vs UZB,Hard,,4,
2005-D042,Davis Cup G1 R1: IND vs CHN,Grass,,4,
2005-D043,Davis Cup G1 R2: PAK vs TPE,Grass,,4,
2005-D044,Davis Cup G1 R2: IND vs UZB,Grass,,4,
2005-D045,Davis Cup G1 PO: JPN vs THA,Carpet,,4,
2005-D046,Davis Cup G1 PO: CHN vs INA,Hard,,4,
2005-D047,Davis Cup G1 PO: THA vs INA,Hard,,4,
2005-D048,Davis Cup G2 R1: GHA vs FIN,Hard,,4,
2005-D049,Davis Cup G2 R1: BUL vs GEO,Carpet,,4,
2005-D050,Davis Cup G2 R1: HUN vs MON,Hard,,4,
2005-D051,Davis Cup G2 R1: UKR vs NOR,Carpet,,4,
2005-D052,Davis Cup G2 R1: EST vs POR,Carpet,,4,
2005-D053,Davis Cup G2 R1: ALG vs POL,Clay,,4,
2005-D054,Davis Cup G2 R1: SLO vs CIV,Hard,,4,
2005-D055,Davis Cup G2 R1: LAT vs GRE,Carpet,,4,
2005-D056,Davis Cup G2 R2: FIN vs BUL,Clay,,4,
2005-D057,Davis Cup G2 R2: UKR vs HUN,Hard,,4,
2005-D058,Davis Cup G2 R2: POR vs ALG,Clay,,4,
2005-D059,Davis Cup G2 R2: SLO vs LAT,Clay,,4,
2005-D060,Davis Cup G2 F: UKR vs BUL,Hard,,4,
2005-D061,Davis Cup G2 F: POR vs SLO,Clay,,4,
2005-D062,Davis Cup G2 PO: GHA vs GEO,Hard,,4,
2005-D063,Davis Cup G2 PO: NOR vs MON,Clay,,4,
2005-D064,Davis Cup G2 PO: POL vs EST,Clay,,4,
2005-D065,Davis Cup G2 PO: GRE vs CIV,Clay,,4,
2005-D066,Davis Cup G2 R1: COL vs BRA,Clay,,4,
2005-D067,Davis Cup G2 R1: AHO vs BAH,Hard,,4,
2005-D068,Davis Cup G2 R1: CUB vs URU,Hard,,4,
2005-D069,Davis Cup G2 R1: JAM vs DOM,Hard,,4,
2005-D070,Davis Cup G2 R2: BRA vs AHO,Clay,,4,
2005-D071,Davis Cup G2 R2: URU vs DOM,Clay,,4,
2005-D072,Davis Cup G2 PO: COL vs BAH,Clay,,4,
2005-D073,Davis Cup G2 PO: JAM vs CUB,Hard,,4,
2005-D074,Davis Cup G2 R1: NZL vs KAZ,Hard,,4,
2005-D075,Davis Cup G2 R1: IRI vs KUW,Clay,,4,
2005-D076,Davis Cup G2 R1: POC vs LIB,Hard,,4,
2005-D077,Davis Cup G2 R1: PHI vs KOR,Clay,,4,
2005-D078,Davis Cup G2 R2: NZL vs KUW,Hard,,4,
2005-D079,Davis Cup G2 R2: KOR vs POC,Hard,,4,
2005-D080,Davis Cup G2 F: NZL vs KOR,Hard,,4,
2005-D081,Davis Cup G2 PO: IRI vs KAZ,Clay,,4,
2005-D082,Davis Cup G2 PO: LIB vs PHI,Clay,,4,
2005-D083,Davis Cup G2 F: URU vs BRA,Clay,,4,
2006-520,Roland Garros,Clay,,128,
2006-328,Basel,Carpet,Indoor,32,International
2006-451,Doha,Hard,Outdoor,32,International
2006-352,Paris Masters,Carpet,,48,
2006-773,Bucharest,Clay,Outdoor,32,International
2006-573,Valencia,Clay,Outdoor,32,International
2006-468,Estoril,Clay,,32,
2006-2276,Zagreb,Carpet,Indoor,32,International
2006-319,Kitzbuhel,Clay,Outdoor,48,International Gold
2006-317,Amersfoort,Clay,Outdoor,32,International
2006-315,Newport,Grass,Outdoor,32,International
2006-314,Gstaad,Clay,Outdoor,32,International
2006-433,Las Vegas,Hard,Outdoor,32,International
2006-403,Miami Masters,Hard,,96,
2006-402,Memphis,Hard,Indoor,32,International Gold
2006-404,Indian Wells Masters,Hard,,96,
2006-741,Nottingham,Grass,Outdoor,32,International
2006-316,Bastad,Clay,Outdoor,32,International
2006-440,'s-Hertogenbosch,Grass,Outdoor,32,International
2006-360,Casablanca,Clay,Outdoor,32,International
2006-500,Halle,Grass,Outdoor,32,International
2006-891,Chennai,Hard,,32,
2006-540,Wimbledon,Grass,Outdoor,128,Grand Slam
2006-807,Acapulco,Clay,,32,
2006-717,Houston,Clay,Outdoor,32,International
2006-321,Stuttgart,Clay,Outdoor,48,International Gold
2006-325,Palermo,Clay,Outdoor,32,International
2006-329,Tokyo,Hard,Outdoor,48,International Gold
2006-341,Metz,Hard,Indoor,32,International
2006-438,Moscow,Carpet,Indoor,32,International
2006-439,Umag,Clay,Outdoor,32,International
2006-407,Rotterdam,Hard,Indoor,32,International Gold
2006-506,Buenos Aires,Clay,Outdoor,32,International
2006-505,Vina del Mar,Clay,Outdoor,32,International
2006-1720,Bangkok,Hard,Indoor,32,International
2006-475,Sopot,Clay,Outdoor,32,International
2006-375,Lyon,Carpet,Indoor,32,International
2006-499,Delray Beach,Hard,Outdoor,32,International
2006-495,Dubai,Hard,,32,
2006-496,Marseille,Hard,Indoor,32,International
2006-1536,Madrid Masters,Hard,Indoor,48,Masters
2006-337,Vienna,Hard,Indoor,32,International Gold
2006-339,Adelaide,Hard,Outdoor,32,International
2006-338,Sydney,Hard,Outdoor,32,International
2006-533,Costa Do Sauipe,Clay,Outdoor,32,International
2006-429,Stockholm,Hard,Indoor,32,International
2006-580,Australian Open,Hard,Outdoor,128,Grand Slam
2006-421,Canada Masters,Hard,,64,
2006-423,Los Angeles,Hard,,32,
2006-422,Cincinnati Masters,Hard,,64,
2006-425,Barcelona,Clay,Outdoor,56,International Gold
2006-424,San Jose,Hard,,32,
2006-414,Hamburg Masters,Clay,,64,
2006-418,Washington,Hard,Outdoor,48,International Gold
2006-419,Indianapolis,Hard,Outdoor,48,International
2006-568,St. Petersburg,Carpet,Indoor,32,International
2006-560,US Open,Hard,Outdoor,128,Grand Slam
2006-3348,New Haven,Hard,,48,
2006-3465,Mumbai,Hard,Indoor,32,International
2006-308,Munich,Clay,Outdoor,32,International
2006-306,Poertschach,Clay,,32,
2006-301,Auckland,Hard,Outdoor,32,International
2006-311,Queen's Club,Grass,,56,
2006-410,Monte Carlo Masters,Clay,Outdoor,64,Masters
2006-747,Beijing,Hard,Outdoor,32,International
2006-416,Rome Masters,Clay,,64,
2006-615,Dusseldorf,Clay,,32,
2006-605,Masters Cup,Hard,Indoor,8,Masters Cup
2006-D001,Davis Cup WG R1: AUT vs CRO,Clay,,4,
2006-D002,Davis Cup WG R1: ARG vs SWE,Clay,,4,
2006-D003,Davis Cup WG R1: BLR vs ESP,Carpet,,4,
2006-D004,Davis Cup WG R1: SUI vs AUS,Clay,,4,
2006-D005,Davis Cup WG R1: GER vs FRA,Hard,,4,
2006-D006,Davis Cup WG R1: NED vs RUS,Carpet,,4,
2006-D007,Davis Cup WG R1: USA vs ROU,Hard,,4,
2006-D008,Davis Cup WG R1: CHI vs SVK,Clay,,4,
2006-D009,Davis Cup WG QF: CRO vs ARG,Carpet,,4,
2006-D010,Davis Cup WG QF: AUS vs BLR,Hard,,4,
2006-D011,Davis Cup WG QF: FRA vs RUS,Carpet,,4,
2006-D012,Davis Cup WG QF: USA vs CHI,Grass,,4,
2006-D013,Davis Cup WG SF: ARG vs AUS,Clay,,4,
2006-D014,Davis Cup WG SF: RUS vs USA,Clay,,4,
2006-D015,Davis Cup WG F: RUS vs ARG,Carpet,,4,
2006-D016,Davis Cup WG PO: AUT vs MEX,Clay,,4,
2006-D017,Davis Cup WG PO: GER vs THA,Clay,,4,
2006-D018,Davis Cup WG PO: NED vs CZE,Carpet,,4,
2006-D019,Davis Cup WG PO: ROU vs KOR,Clay,,4,
2006-D020,Davis Cup WG PO: SVK vs BEL,Hard,,4,
2006-D021,Davis Cup WG PO: ESP vs ITA,Clay,,4,
2006-D022,Davis Cup WG PO: BRA vs SWE,Clay,,4,
2006-D023,Davis Cup WG PO: SUI vs SCG,Hard,,4,
2006-D024,Davis Cup G1 R1: PER vs BRA,Clay,,4,
2006-D025,Davis Cup G1 R1: VEN vs MEX,Hard,,4,
2006-D026,Davis Cup G1 R2: ECU vs BRA,Clay,,4,
2006-D027,Davis Cup G1 R2: MEX vs CAN,Clay,,4,
2006-D028,Davis Cup G1 PO: PER vs ECU,Clay,,4,
2006-D029,Davis Cup G1 PO: CAN vs VEN,Hard,,4,
2006-D030,Davis Cup G1 PO: VEN vs ECU,Hard,,4,
2006-D031,Davis Cup G1 R1: KOR vs IND,Hard,,4,
2006-D032,Davis Cup G1 R1: TPE vs PAK,Hard,,4,
2006-D033,Davis Cup G1 R1: JPN vs CHN,Carpet,,4,
2006-D034,Davis Cup G1 R1: UZB vs THA,Hard,,4,
2006-D035,Davis Cup G1 R2: TPE vs KOR,Hard,,4,
2006-D036,Davis Cup G1 R2: THA vs JPN,Hard,,4,
2006-D037,Davis Cup G1 PO: IND vs PAK,Grass,,4,
2006-D038,Davis Cup G1 PO: UZB vs CHN,Clay,,4,
2006-D039,Davis Cup G1 PO: CHN vs PAK,Hard,,4,
2006-D040,Davis Cup G1 R1: LUX vs POR,Hard,,4,
2006-D041,Davis Cup G1 R1: ISR vs SCG,Hard,,4,
2006-D042,Davis Cup G1 R2: MAR vs CZE,Clay,,4,
2006-D043,Davis Cup G1 R2: ITA vs LUX,Clay,,4,
2006-D044,Davis Cup G1 R2: GBR vs SCG,Carpet,,4,
2006-D045,Davis Cup G1 R2: UKR vs BEL,Carpet,,4,
2006-D046,Davis Cup G1 PO: GBR vs ISR,Grass,,4,
2006-D047,Davis Cup G1 PO: MAR vs POR,Clay,,4,
2006-D048,Davis Cup G1 PO: UKR vs GBR,Clay,,4,
2006-D049,Davis Cup G2 R1: BOL vs PAR,Clay,,4,
2006-D050,Davis Cup G2 R1: COL vs URU,Clay,,4,
2006-D051,Davis Cup G2 R1: AHO vs GUA,Hard,,4,
2006-D052,Davis Cup G2 R1: DOM vs JAM,Clay,,4,
2006-D053,Davis Cup G2 R2: COL vs PAR,Clay,,4,
2006-D054,Davis Cup G2 R2: AHO vs DOM,Hard,,4,
2006-D055,Davis Cup G2 F: DOM vs COL,Hard,,4,
2006-D056,Davis Cup G2 PO: URU vs BOL,Clay,,4,
2006-D057,Davis Cup G2 PO: JAM vs GUA,Hard,,4,
2006-D058,Davis Cup G2 R1: NZL vs LIB,Hard,,4,
2006-D059,Davis Cup G2 R1: KUW vs KAZ,Hard,,4,
2006-D060,Davis Cup G2 R1: HKG vs POC,Hard,,4,
2006-D061,Davis Cup G2 R1: INA vs MAS,Hard,,4,
2006-D062,Davis Cup G2 R2: KAZ vs NZL,Hard,,4,
2006-D063,Davis Cup G2 R2: INA vs HKG,Hard,,4,
2006-D064,Davis Cup G2 F: KAZ vs INA,Hard,,4,
2006-D065,Davis Cup G2 PO: LIB vs KUW,Clay,,4,
2006-D066,Davis Cup G2 PO: POC vs MAS,Hard,,4,
2006-D067,Davis Cup G2 R1: ZIM vs NOR,Hard,,4,
2006-D068,Davis Cup G2 R1: GRE vs MKD,Clay,,4,
2006-D069,Davis Cup G2 R1: FIN vs IRL,Hard,,4,
2006-D070,Davis Cup G2 R1: ALG vs SLO,Clay,,4,
2006-D071,Davis Cup G2 R1: HUN vs EGY,Hard,,4,
2006-D072,Davis Cup G2 R1: BUL vs CYP,Clay,,4,
2006-D073,Davis Cup G2 R1: POL vs LAT,Carpet,,4,
2006-D074,Davis Cup G2 R1: GEO vs RSA,Carpet,,4,
2006-D075,Davis Cup G2 R2: NOR vs MKD,Clay,,4,
2006-D076,Davis Cup G2 R2: FIN vs ALG,Clay,,4,
2006-D077,Davis Cup G2 R2: BUL vs HUN,Clay,,4,
2006-D078,Davis Cup G2 R2: POL vs GEO,Clay,,4,
2006-D079,Davis Cup G2 F: MKD vs FIN,Clay,,4,
2006-D080,Davis Cup G2 F: HUN vs GEO,Clay,,4,
2006-D081,Davis Cup G2 PO: GRE vs ZIM,Clay,,4,
2006-D082,Davis Cup G2 PO: IRL vs SLO,Grass,,4,
2006-D083,Davis Cup G2 PO: EGY vs CYP,Clay,,4,
2006-D084,Davis Cup G2 PO: LAT vs RSA,Clay,,4,
2007-500,Halle,Grass,Outdoor,32,International
2007-568,St. Petersburg,Carpet,Indoor,32,International
2007-440,'s-Hertogenbosch,Grass,Outdoor,32,International
2007-560,US Open,Hard,Outdoor,128,Grand Slam
2007-741,Nottingham,Grass,Outdoor,32,International
2007-360,Casablanca,Clay,Outdoor,32,International
2007-317,Amersfoort,Clay,Outdoor,32,International
2007-301,Auckland,Hard,,32,
2007-520,Roland Garros,Clay,,128,
2007-316,Bastad,Clay,Outdoor,32,International
2007-314,Gstaad,Clay,Outdoor,32,International
2007-315,Newport,Grass,Outdoor,32,International
2007-311,Queen's Club,Grass,,56,
2007-319,Kitzbuhel,Clay,Outdoor,48,International Gold
2007-1536,Madrid Masters,Hard,Indoor,48,Masters
2007-419,Indianapolis,Hard,Outdoor,32,International
2007-418,Washington,Hard,Outdoor,48,International Gold
2007-410,Monte Carlo Masters,Clay,Outdoor,56,Masters
2007-414,Hamburg Masters,Clay,,56,
2007-416,Rome Masters,Clay,,56,
2007-891,Chennai,Hard,Outdoor,32,International
2007-3465,Mumbai,Hard,Indoor,32,International
2007-3348,New Haven,Hard,Outdoor,48,International Gold
2007-451,Doha,Hard,Outdoor,32,International
2007-773,Bucharest,Clay,Outdoor,32,International
2007-352,Paris Masters,Hard,,48,
2007-421,Canada Masters,Hard,,56,
2007-422,Cincinnati Masters,Hard,,56,
2007-423,Los Angeles,Hard,Outdoor,32,International
2007-424,San Jose,Hard,Indoor,32,International
2007-425,Barcelona,Clay,Outdoor,56,International Gold
2007-429,Stockholm,Hard,Indoor,32,International
2007-747,Beijing,Hard,Outdoor,32,International
2007-495,Dubai,Hard,,32,
2007-468,Estoril,Clay,,32,
2007-540,Wimbledon,Grass,Outdoor,128,Grand Slam
2007-308,Munich,Clay,Outdoor,32,International
2007-306,Poertschach,Clay,,32,
2007-2276,Zagreb,Carpet,Indoor,32,International
2007-402,Memphis,Hard,Indoor,32,International Gold
2007-337,Vienna,Hard,Indoor,32,International Gold
2007-341,Metz,Hard,Indoor,32,International
2007-439,Umag,Clay,Outdoor,32,International
2007-438,Moscow,Hard,Indoor,32,International
2007-807,Acapulco,Clay,Outdoor,32,International Gold
2007-475,Sopot,Clay,Outdoor,32,International
2007-338,Sydney,Hard,Outdoor,32,International
2007-573,Valencia,Clay,,32,
2007-375,Lyon,Carpet,Indoor,32,International
2007-533,Costa Do Sauipe,Clay,Outdoor,32,International
2007-580,Australian Open,Hard,Outdoor,128,Grand Slam
2007-321,Stuttgart,Clay,Outdoor,32,International
2007-496,Marseille,Hard,Indoor,32,International
2007-329,Tokyo,Hard,Outdoor,48,International Gold
2007-328,Basel,Hard,Indoor,32,International
2007-407,Rotterdam,Hard,Indoor,32,International Gold
2007-404,Indian Wells Masters,Hard,,96,
2007-403,Miami Masters,Hard,,96,
2007-717,Houston,Clay,Outdoor,32,International
2007-1720,Bangkok,Hard,Indoor,32,International
2007-339,Adelaide,Hard,Outdoor,32,International
2007-433,Las Vegas,Hard,Outdoor,32,International
2007-499,Delray Beach,Hard,,32,
2007-506,Buenos Aires,Clay,,32,
2007-615,Dusseldorf,Clay,,32,
2007-605,Masters Cup,Hard,Indoor,8,Masters Cup
2007-D001,Davis Cup WG R1: CHI vs RUS,Clay,,4,
2007-D002,Davis Cup WG R1: FRA vs ROU,Hard,,4,
2007-D003,Davis Cup WG R1: GER vs CRO,Hard,,4,
2007-D004,Davis Cup WG R1: BEL vs AUS,Clay,,4,
2007-D005,Davis Cup WG R1: CZE vs USA,Clay,,4,
2007-D006,Davis Cup WG R1: SUI vs ESP,Carpet,,4,
2007-D007,Davis Cup WG R1: BLR vs SWE,Hard,,4,
2007-D008,Davis Cup WG R1: AUT vs ARG,Carpet,,4,
2007-D009,Davis Cup WG PO: SRB vs AUS,Clay,,4,
2007-D010,Davis Cup WG PO: AUT vs BRA,Carpet,,4,
2007-D011,Davis Cup WG PO: PER vs BLR,Clay,,4,
2007-D012,Davis Cup WG PO: ISR vs CHI,Hard,,4,
2007-D013,Davis Cup WG PO: GBR vs CRO,Grass,,4,
2007-D014,Davis Cup WG PO: CZE vs SUI,Carpet,,4,
2007-D015,Davis Cup WG PO: JPN vs ROU,Carpet,,4,
2007-D016,Davis Cup WG PO: SVK vs KOR,Clay,,4,
2007-D017,Davis Cup WG QF: RUS vs FRA,Clay,,4,
2007-D018,Davis Cup WG QF: BEL vs GER,Clay,,4,
2007-D019,Davis Cup WG QF: USA vs ESP,Hard,,4,
2007-D020,Davis Cup WG QF: SWE vs ARG,Carpet,,4,
2007-D021,Davis Cup WG SF: RUS vs GER,Clay,,4,
2007-D022,Davis Cup WG SF: SWE vs USA,Carpet,,4,
2007-D023,Davis Cup WG F: USA vs RUS,Hard,,4,
2007-D024,Davis Cup G1 R1: PER vs VEN,Clay,,4,
2007-D025,Davis Cup G1 R1: CAN vs COL,Carpet,,4,
2007-D026,Davis Cup G1 R2: PER vs MEX,Clay,,4,
2007-D027,Davis Cup G1 R2: BRA vs CAN,Clay,,4,
2007-D028,Davis Cup G1 PO: MEX vs VEN,Hard,,4,
2007-D029,Davis Cup G1 PO: VEN vs COL,Hard,,4,
2007-D030,Davis Cup G1 R1: TPE vs THA,Carpet,,4,
2007-D031,Davis Cup G1 R1: CHN vs JPN,Hard,,4,
2007-D032,Davis Cup G1 R1: UZB vs IND,Clay,,4,
2007-D033,Davis Cup G1 R1: KOR vs KAZ,Carpet,,4,
2007-D034,Davis Cup G1 R2: JPN vs THA,Carpet,,4,
2007-D035,Davis Cup G1 R2: KOR vs UZB,Hard,,4,
2007-D036,Davis Cup G1 PO: TPE vs CHN,Carpet,,4,
2007-D037,Davis Cup G1 PO: KAZ vs IND,Hard,,4,
2007-D038,Davis Cup G1 PO: KAZ vs CHN,Hard,,4,
2007-D039,Davis Cup G1 R1: ISR vs LUX,Hard,,4,
2007-D040,Davis Cup G1 R1: GEO vs POR,Carpet,,4,
2007-D041,Davis Cup G1 R2: MKD vs SVK,Clay,,4,
2007-D042,Davis Cup G1 R2: ISR vs ITA,Hard,,4,
2007-D043,Davis Cup G1 R2: SRB vs GEO,Clay,,4,
2007-D044,Davis Cup G1 R2: GBR vs NED,Hard,,4,
2007-D045,Davis Cup G1 PO: ITA vs LUX,Hard,,4,
2007-D046,Davis Cup G1 PO: MKD vs LUX,Hard,,4,
2007-D047,Davis Cup G1 PO: NED vs POR,Hard,,4,
2007-D048,Davis Cup G2 R1: ECU vs AHO,Clay,,4,
2007-D049,Davis Cup G2 R1: URU vs JAM,Clay,,4,
2007-D050,Davis Cup G2 R1: DOM vs ESA,Hard,,4,
2007-D051,Davis Cup G2 R1: PAR vs CUB,Clay,,4,
2007-D052,Davis Cup G2 R2: URU vs ECU,Clay,,4,
2007-D053,Davis Cup G2 R2: PAR vs DOM,Clay,,4,
2007-D054,Davis Cup G2 F: PAR vs URU,Clay,,4,
2007-D055,Davis Cup G2 PO: JAM vs AHO,Hard,,4,
2007-D056,Davis Cup G2 PO: ESA vs CUB,Clay,,4,
2007-D057,Davis Cup G2 R1: PHI vs PAK,Hard,,4,
2007-D058,Davis Cup G2 R1: NZL vs POC,Carpet,,4,
2007-D059,Davis Cup G2 R1: KUW vs IRI,Hard,,4,
2007-D060,Davis Cup G2 R1: HKG vs INA,Hard,,4,
2007-D061,Davis Cup G2 R2: NZL vs PHI,Carpet,,4,
2007-D062,Davis Cup G2 R2: KUW vs INA,Hard,,4,
