0,date,outcome
0.37318282708526695,732222,1
0.337654684520432,731228,1
1.8888059444926468,730780,1
0.7146388378216211,731906,0
0.8075922526650819,730773,0
1.65264147821736,733422,1
1.6344525327566557,733043,1
-1.1035211246455068,733428,1
-0.22248739619961344,730878,0
0.34176875164306253,732589,1
-0.6568280047532371,730766,0
-0.543713287436551,732692,1
0.07741997545732515,731886,1
1.9273512303041915,731949,1
0.07964323957905073,733326,0
-1.3301911346013278,730864,0
-0.670313808636545,731509,1
0.07047435651847439,732610,1
-0.3511200238957636,731604,1
-0.2713546178688049,731865,0
0.06423495082616926,733051,1
0.5979709602690796,731144,0
0.9995866652844818,733419,1
0.8231067369421158,733341,1
1.2285153122219272,732609,1
0.4461928866869754,733338,1
-0.17667635230746426,733421,0
0.38202261810710786,731977,0
0.6607317981808106,732342,1
3.6099664254231945,731217,1
1.4917215611550052,732959,1
-0.025159832609306654,732226,0
3.6099664254231945,731217,0
-0.8117084708035893,731144,1
-2.100315452385089,731958,1
1.0388221614061321,732680,0
0.20044359678432944,732704,0
-0.23583942604507402,731215,1
-0.21905950983299183,733341,0
0.13794323781048445,732222,1
-0.3200378902089619,731977,0
0.38311318007700623,732691,1
0.923767942968293,731492,0
0.3931160855322775,731868,1
1.5171258493808417,732342,0
-0.01828819225698075,732267,1
0.30313547960062637,730500,0
-0.20284442380991524,731130,1
-0.34002063782450653,733338,0
0.20867387257451875,731588,1
0.27268787493874547,732587,1
-0.1411296964017832,730500,1
0.1623344715377728,732994,1
-1.0231255657986764,731228,1
-0.6233693606907659,731506,1
-0.6172303209682436,731603,0
0.14331465737652288,732961,1
1.2511444824342117,731883,1
-1.060035655857096,730486,1
-0.09001622262326736,733695,1
-1.202388962174008,730486,0
1.0492142398793387,731144,0
0.26631729312665536,733716,1
-0.0595683058795311,733048,0
0.0433004029741888,732972,1
-1.7486216883446504,732614,0
-0.8524502667315264,730766,1
1.4518768823329506,731217,0
1.4447611171570753,732342,0
0.15962495256516712,731951,1
-0.7177686267017676,731886,1
1.0006969056993726,732974,1
-0.016905691718248572,733413,1
0.4523768995172365,730759,0
1.091119642311112,732967,0
1.2049626295621998,732692,1
0.19526012427464068,731977,0
-0.8513831477186051,733686,1
1.5456541224716576,731511,1
0.1950556550711468,732687,1
-0.8154869554533684,731137,1
1.1944359799036974,733694,1
-0.44066135831942854,733069,0
0.3904004776882292,731144,0
-0.5069540523157254,733686,0
0.49694356386423555,733700,0
0.4262717345316769,732598,1
0.5655434808603848,730759,0
-0.3208782043562599,732958,0
0.5065467062924393,732244,0
-0.69584692256505,730850,1
-0.017379553134155956,732960,1
1.3912846224988213,732229,0
1.2512131255430878,731868,0
1.3909844400396467,732959,0
-0.22827622577198486,731880,1
0.3890492544982158,731504,1
0.0549829020686623,732591,1
1.0461112821301228,733692,0
-0.005729720926508697,733010,0
0.18803778068538335,732594,1
0.08476391284750401,731608,1
0.15307251086591567,732593,0
0.06797205078037682,730878,0
-0.42078415021968674,733319,1
-2.1378604000558337,730787,1
0.07976775842757772,733708,0
-0.9123451829294534,731492,0
0.1520370013294803,732685,1
-0.7407293263157504,732973,1
-0.29099653807221143,731866,0
-0.6478342239426402,731494,0
0.9496583796138869,732677,1
0.05436954376316305,733708,1
0.19156619220413018,733330,0
-0.6537102460932782,731886,1
0.48543980839434675,732632,1
0.27231252558550767,733733,0
1.6337900957488003,731880,1
-0.09245343145337936,733414,0
1.2757675200616916,733690,0
1.1125940919013506,733716,1
1.0587829523568628,732698,0
0.09248574310276508,731513,0
-0.17074340835980706,731882,1
0.5184846225800754,730780,1
0.0881070131275973,732955,0
0.30668582926224536,732691,1
0.8283087430597528,730766,1
-1.1039202002930406,730486,1
0.129770074528474,731515,0
-2.3939897137370996,731963,1
0.3134731007557089,733044,0
-0.47284419484574736,732230,0
0.8662544467168987,732314,1
0.33622514837486916,733341,0
0.6820101205284665,731959,1
0.5935145860473838,732231,1
0.49167193411874116,731860,0
-1.3604828194594423,730514,1
-0.8966418136929969,731586,1
0.3796058002696244,731494,0
-1.3061770375928117,733322,0
1.0160419374946994,732595,0
0.1464814948487002,733341,0
1.576055626049878,732246,0
0.09039787628247375,732633,0
0.3045046794523046,731587,0
1.381428924935305,733335,1
0.07029637159961588,732316,0
-0.9982274026737681,732341,1
0.4556690650633666,733358,1
0.3160715545969601,733705,1
1.2059783642720372,733685,0
0.44994332213367544,732707,0
-0.4386538467765968,732224,0
-1.0722886945539816,731511,0
-0.30085888406415595,733431,0
-0.12024875788314465,731874,1
-1.3014544912539685,730500,0
0.2126740628155679,732588,1
0.6549018105138895,731490,1
0.1332084575704756,730773,1
0.2549187793232418,732229,0
1.6209472368591689,731886,0
0.2646873428007118,733700,1
-1.3238499188653123,730500,1
-1.3357735637995471,731592,0
-0.34055211601998103,733709,0
-0.39375956943386914,732229,0
0.42018861948278496,732977,0
1.1186728660052112,732974,1
-0.6072542158755563,731875,1
-1.5707822342873194,730486,1
0.34690082590380034,732677,0
0.0477450742913898,732682,0
0.816086522733175,732341,1
-0.4750673240995542,731151,1
0.370195818067763,732230,0
-0.7889139093672612,731881,1
0.13599261655105266,731512,0
0.13573911815662582,731223,1
-0.40116431296613253,732691,1
1.1048678960305427,733688,0
1.0990562574592941,731144,0
1.0781997492922595,732250,0
1.002165121766647,732607,0
0.1308538105817425,733324,0
-0.8254839178588441,733337,1
-1.0434220118977091,733337,0
0.3600894813825922,731592,1
-0.8656825348104329,731144,1
-0.11030799550214976,731966,1
-0.5002344879191829,733719,1
-0.5745612862923057,731974,0
0.46677202772893106,731860,1
-1.8661610325020834,730500,0
0.22317546976509306,731859,1
0.3374234458470602,731494,0
0.5279860798427769,732679,1
0.40421984434547575,730850,1
0.7996991665397808,733338,0
-0.5756683467130896,733429,0
1.2596517641935587,733056,0
2.0131635808797768,732341,0
0.6978236716001287,732687,0
1.0456007026573295,731130,0
0.07468944752341193,731859,0
0.5205405996138037,731960,0
1.6101253246536202,731503,1
0.11014682840723744,730500,1
-0.12302297560506148,730500,0
0.2592416225522117,733719,1
0.9937162527043805,733337,0
0.32569620329968596,733055,0
-1.1362516181532327,733714,0
-1.2740686210704233,731589,0
-0.3511200238957636,731604,0
-0.025159832609306654,732226,1
-0.924687864528716,730500,1
0.031297379241608914,732601,0
-0.929385155009867,732976,0
-0.10083247885643964,732952,0
-0.23041398983878042,732610,1
0.7433730169380587,731494,0
-0.21292025147912463,733325,0
0.6789219092227536,731137,0
0.35300079028020137,731886,1
0.0974721480847156,732951,0
0.031297379241608914,732601,1
1.3996623320264048,732966,1
0.5578572899433156,733420,0
-1.5100549971616155,730500,0
-0.050076436736892604,733706,0
-0.8288890839562137,732243,0
-0.591916238820193,731590,0
0.4134000001960687,732954,1
-0.9042344273341814,730500,1
-0.08341376314348636,732972,0
-0.7190492550612663,730878,1
0.9529425738468054,731216,1
-0.7196867373888514,733426,1
-0.9800846816285027,731165,0
-1.5176453292466072,732603,1
-0.27888028518747277,730857,1
-0.29204250135100907,732954,0
0.6956721669821974,731151,0
1.4929947690316783,731949,0
-0.6073724367120161,731599,1
0.09699849793781658,732611,0
0.5807810073908387,730780,0
0.19773573282762635,732221,0
1.3294644249336132,731603,1
1.5313365536126784,731508,0
0.9496583796138869,732677,0
-0.36070046347815965,733339,0
0.31145862697879984,732313,0
-0.5174252156497903,732327,1
1.1220469581373544,730850,0
-0.6283455394652759,732974,0
0.7368859779509938,732246,1
0.04092081307059836,731515,1
-0.2808100065695648,732961,0
-2.169911980703868,731952,1
-0.035398409582580226,731958,1
-0.35680907596998335,731144,0
0.31150843599231703,732960,1
0.2812037441063757,733429,1
0.4543056124754893,731886,0
-0.8851463511023301,732610,1
-0.37379852795915536,730500,1
-0.032166837241333956,731951,0
2.4586914038088157,733709,1
-0.5435626036433703,730759,1
0.5607525103584179,730857,0
0.538070723993016,731952,1
-0.5883874142961518,731860,1
-0.18456546245176036,730878,1
0.37590131682301603,732706,1
-0.3980973839540356,731490,0
-0.38843715056099226,731900,0
-0.9504218015488747,731230,0
0.2807960983203205,733055,1
-0.952955118457283,731586,0
-2.4557072502462405,730864,1
-1.0501246039039647,730514,0
0.835947635316545,733687,0
0.3899799671699056,731594,1
-0.6465450513728085,730878,1
-0.7272053071788398,732951,0
0.11690216753934579,733042,1
-0.1902761719653709,731879,1
-0.46728790769122375,732691,1
-0.6482460580875147,731963,1
-0.4249354280216956,733058,1
-1.3238499188653123,730500,0
0.683207548598502,733683,1
0.9356285881704847,730787,0
-0.4249354280216956,733058,0
-0.6112001530512929,732953,1
0.8097448395329976,733046,0
0.5538557481067854,732680,0
1.2933579119321696,732959,1
0.03682463631168975,731963,0
0.6095876815272894,732331,0
1.145131147534232,732588,0
-0.3489142612919234,732250,0
0.9351179256370228,732687,0
-0.49473097681530476,733419,1
-0.2725276815185698,733427,0
-0.2153469040933691,732223,1
0.42251256091978284,731865,0
-0.8744030358162697,730850,1
0.1177252581962902,732972,1
1.5073342354480717,733048,1
0.3237581180981761,733415,1
0.20864472640782694,733336,1
-0.5667152365123617,731873,1
0.8331229710809112,732588,1
-0.1557492250150871,733706,1
1.6088793517194486,732315,0
-0.008064416301106075,733681,0
-0.6230149726034958,730857,1
0.47592814962211927,731965,1
0.8839704215071529,731228,1
1.3682187986661836,732972,1
1.5141370685914155,730493,1
-1.631622575303472,730780,0
-0.38926133654613837,731151,0
-0.41879598169473803,732588,0
0.26437187943695695,732593,1
-0.8575018967623736,730857,0
-0.5584247600144108,731957,0
0.6094821281793544,731872,0
0.14323518400644308,732614,0
-0.9371644177853212,731881,1
0.9824067555864807,732952,0
0.4462200498065395,731886,0
0.07055287132616717,733426,1
-0.5681056267601312,733713,0
0.44720800944121286,732225,0
-0.9200018405979542,732686,1
-0.016842000307973073,730878,1
1.4088387498896155,733413,1
1.2597444095696329,731886,1
2.950017628973856,731965,0
-0.6967690280079464,731494,0
-0.08947627365546262,731509,0
-2.131093882802832,731593,0
1.157902807911423,731130,1
0.3134731007557089,733044,1
0.15425939976959324,733056,1
0.8994052352675436,733340,1
0.5091193132925169,732968,0
-0.2620633348486391,731881,1
-0.22756983551244775,731956,1
-0.6107290145498374,731592,1
-0.8402994200208026,732236,1
-0.40497406479881315,732609,0
0.34119159756076967,731861,0
0.8093021414319246,733693,1
0.29850294800335814,733069,0
-0.27967991486839494,732614,0
0.5170475855268047,732245,1
-1.7821548469449158,730500,1
-1.1643828688729496,730486,1
0.15425388398675943,733056,1
-0.4633653859295416,731228,1
-0.8309367367409969,733711,1
0.5436557663401276,732234,1
2.4828471069731863,733341,0
-2.0386810297912152,730500,0
0.3817798232170747,731881,1
-0.651070479998157,732328,1
1.2533321826399524,733341,0
-1.0003856551533825,730850,0
0.5114045776175784,732595,0
-0.2059805785902239,731958,0
-0.3771347677222666,733336,1
0.10916032468628345,733042,0
-0.15789116229406985,730850,1
-0.6592224267865383,733336,0
0.5288305583759141,732238,0
-1.0261687868308265,731509,1
3.6619156447047487,731966,1
0.5491892969025508,731901,0
1.0232678621555238,731587,1
0.5761292711118138,731883,1
-0.021399615902400027,733049,0
-1.4856713645864634,731222,1
0.0061050217621221314,732321,0
0.08547725387237393,730514,1
-0.7488180052437289,732220,1
0.2306224119075574,730857,0
-0.2748717092592097,732322,1
-0.29416250668688604,733335,0
1.1562303667859268,733056,0
0.6758759393872106,731221,0
-0.3414790639512091,730850,0
0.046464097330784715,731509,1
0.3690359324122753,731515,0
-1.812266060737208,730500,1
0.32605568503433896,732225,0
-1.9283792641336586,731214,1
-0.7508796780618738,732691,0
0.9407210076008674,733329,0
1.2551595838724041,733713,0
1.0348578289213257,733412,1
-0.1367626894897107,731219,1
-0.23778847966076933,733055,0
0.10819139097460084,732336,0
-0.3593242715033066,732692,0
-0.41716231414530736,732965,0
-0.26024675911333195,733719,0
-0.006201271425846144,732327,0
-0.46650497507562083,732247,0
0.5578572899433156,733420,1
2.305508146914863,732221,0
0.526923659224623,733362,0
-0.3243274638571594,731592,0
-0.13407184406122968,731866,0
-0.23965507342720233,733421,0
1.0617372061569341,733056,0
-0.9051017466922149,732341,1
-1.4624694794412818,731600,1
-2.521708548134055,731599,1
1.1391245346763654,731883,0
0.35759909159067355,732232,1
0.6163180056162519,731855,1
0.7592531076383318,732585,1
0.2107946505268602,730850,1
-0.9899332956993729,731508,0
0.3305745272065481,733413,1
-1.370384192035566,730486,1
1.0212854456742098,732265,1
0.7119469568599408,733051,0
1.2037434223396373,732250,0
-0.8988998125525864,733322,1
0.06213790242929318,733681,0
-0.6532032561905423,732246,0
-0.576681886477805,731242,0
-0.4586550007276431,731494,0
0.1724768541444036,733341,0
0.4313172252804568,731508,1
-0.25850616231424517,733058,1
1.2152399585978941,731130,1
0.0717881037871918,731592,0
-0.7430913861872546,730500,0
1.518491870505257,733340,1
0.0549829020686623,732591,0
-0.9222368531983338,732609,1
-0.5038456259390285,733335,0
1.73560120849859,732249,1
0.38121111665923535,732270,1
-0.08757482486523593,732319,1
-0.5822043829784281,730486,0
0.4255079530548389,732959,1
0.6339436996162684,732680,1
1.1122961217540692,733715,0
0.4308765662647257,732974,0
-0.7497033743340903,730514,1
-0.507369960653175,731509,1
0.2109646918362718,731502,1
-1.3168182313063497,731246,1
0.07936923668760554,733714,0
-0.5855638846557991,731510,1
-1.9934453100430278,730500,1
-0.8641226862301867,731510,1
0.3802825455363728,732324,0
-0.4331872856432879,733341,1
-0.3259936256645978,731515,0
-0.10270632954875225,733718,0
-0.09412331153290099,732322,0
-0.5940049074344949,731862,1
-0.9293431333163034,730819,1
1.0485321073768514,733413,1
0.18935465579990718,733042,0
0.12039741205396737,733701,0
1.3291630026345378,732977,1
-1.8500769880514194,733061,1
-0.35669991703023796,732236,1
1.8137101500660597,731217,0
1.2757675200616916,733690,1
-0.19469697763492932,733041,1
2.597314784898299,730787,0
-0.654869010949518,731871,1
-1.5962640684378326,730514,0
-0.12066180742194432,732250,0
1.2778701099239653,733419,0
-0.9924220820124312,731529,0
-0.07011653929736239,732231,0
-1.0436935453069558,731599,0
-0.45522205112327496,731183,1
-0.3727970030036565,732614,1
0.2080280152254793,732595,1
0.13309614063692188,731515,1
0.16371705207882847,732328,1
0.4461928866869754,733338,0
0.5474443373639619,733050,1
0.7241184688001755,733702,1
0.8093021414319246,733693,0
0.3395643625426155,732677,0
1.089188174191199,733428,1
-0.3565083550331565,732977,0
-0.15052317694727413,731231,0
-0.8875519284187411,730766,1
1.2059783642720372,733685,1
-0.5208980936245486,733055,1
2.650101845588902,731229,0
0.44525082464451143,733317,1
0.9892698846200527,732600,1
-1.1330767513447553,733058,0
-0.30839549981665726,732320,1
0.17559092038706003,730850,1
-0.9002099948456594,731599,1
-0.6849973954136044,731151,0
-0.904656065837568,732329,1
-1.0674060264239527,731130,1
-0.4747177099767716,731501,1
-1.1452528090909468,730486,1
1.3308313396618672,733688,0
1.4835123719659224,732601,1
2.401506720298573,733710,0
-0.08333047770126767,732341,1
0.22121843530590435,733041,1
0.5934599465783209,731594,0
0.4397158120132978,731965,0
0.2725339323369924,730857,1
0.9493971472552976,733325,1
-0.09038113314249197,732594,0
0.7237460937096275,732955,1
2.001385905879862,732601,0
0.1808977063730094,732677,0
-1.4776977796766384,732227,1
0.3289801636488403,730766,1
0.5297154688535519,732593,1
-0.8796734884293806,731228,1
0.38455529801382315,732679,1
-0.42875652943962556,731855,1
-0.0028323435050726653,733041,0
0.515394413458294,732699,1
0.54711108025123,732953,1
1.1300855754853072,732313,1
0.8300184298282247,732321,1
1.2187473510749702,732682,1
0.09668393626264149,732222,1
0.7825272033699063,731950,0
0.3850196601289635,732958,1
3.863979903005722,731856,0
1.1137717501370386,733713,0
0.5802173595857799,732604,1
-0.11417558295526153,733719,0
-1.2285716663063577,732610,1
-0.11023632498028135,732608,0
0.04100076118037055,732977,1
0.6784934963769848,731230,0
-0.12059002943187036,732691,1
0.6561201028343147,731144,0
1.1166183855836886,731863,0
0.2974403951043351,731130,1
-0.6956354345208959,730500,1
0.29093184776452163,731137,1
1.212643265647643,731144,0
-0.15465019750914322,733321,1
0.22773824756237526,733714,1
-2.0900234183697552,732313,0
-0.19041517649467465,731863,1
0.1086205558967223,732695,1
0.11367699081409521,731867,1
-1.598683498536559,733056,1
0.282244250173463,731497,1
-0.04094432796351022,732958,1
0.29250489713607464,732687,0
0.4870998433857037,732246,1
-0.7761076114014545,732596,0
-1.0467128262272387,730787,1
-0.7733250074891067,730486,0
-1.777843403827365,730759,0
0.4299821955786075,732614,1
-0.9258326312448947,733331,0
-0.926622635367481,730486,1
-0.11098521385084503,732596,0
0.27617658401170103,732220,0
-0.7985930084875508,733426,1
1.1407072008407488,731608,0
1.3734523144812174,733341,1
0.5861884372889833,733427,0
-0.9775151243744689,731536,0
1.3613799611894306,733430,0
-1.4058506794832928,730773,0
-0.0362725094702957,731494,1
0.3294916919230419,731873,1
-3.154192776733625,732590,1
0.835947635316545,733687,1
-0.5280182862318394,732240,0
-0.4328788404381674,733059,0
0.4855541573853438,732977,1
-1.133729997551,731239,1
0.07115830748870083,730857,1
0.7565758110964929,732610,1
0.381382144020483,731604,0
0.12374300918991268,732231,0
0.0533210821210216,732250,0
0.27914646409965055,731229,0
1.6521042916382347,733710,1
-0.050164027186029636,731866,1
1.9026098878072544,733340,0
-0.1902761719653709,731879,0
-0.5103755700921386,731586,1
1.238535716659866,733321,0
-0.02552480776754318,732679,0
0.8925390496104397,732247,0
-0.6663303803425162,730787,0
0.43175014676492374,733042,1
0.28206462189089415,733415,0
0.7319064081415309,733431,1
0.08237369394957228,732598,0
0.6834329444238691,733707,0
-0.04606209909112802,733055,0
3.358933206915258,731490,1
1.172489802433863,731956,1
1.3264438787092212,733050,1
1.0104881515766362,733048,1
0.27914646409965055,731229,1
-0.8461550538138277,731243,1
-0.160060112904177,731592,1
-0.4543988779247338,731489,1
1.2525981661675405,732993,0
0.29487640662259107,733716,0
-0.26239643551046643,731858,0
1.6562776868695064,733341,1
0.3239242821691529,733061,0
0.11640256248753378,732314,0
-0.059090052984770325,733056,1
-1.1434178625519384,731489,0
0.9563076781559131,731221,1
-0.12024875788314465,731874,0
-1.3122741490635224,730773,1
0.0042555448817436226,732692,0
0.2107946505268602,730850,0
0.6494354997478259,732959,1
0.2820514870606818,731868,1
-0.06253266044177891,731606,1
-0.6632454205016449,733719,1
0.3130669929960449,733323,1
-0.9272166666681522,732230,0
-1.061531011278722,733049,0
0.2167060818559634,733357,0
-0.5424969989267704,731144,1
0.3690359324122753,731515,1
0.39793568553474745,730759,1
0.8779273194559334,732595,1
0.48950134250962307,733330,0
-0.9818962474971584,732316,0
6.311005647006941,732316,1
0.7334810445462632,732236,1
0.12316975492012672,732685,0
0.2627723566008484,731861,1
-0.8908158089689595,731599,0
-0.9764961874025009,733041,0
0.4237714827685925,732607,0
-0.507046459091425,731599,0
0.10254694275841325,731214,0
-0.07479043039214181,731880,1
1.8364607225157932,732684,1
-2.1289093928625507,730500,1
-0.3429140770717959,730486,1
-0.9124508793774281,732222,1
0.4194780197095552,733412,1
-1.2198314924158367,730486,0
3.2826662781836013,730787,0
-2.097002691044313,731532,1
0.350422404188147,732611,0
1.1507053772577804,733428,0
0.28654807713126884,732678,0
-1.0027117289673773,730864,0
0.2546659444866113,731214,0
0.710568378163647,732610,0
-3.56612269827689,730850,1
0.7146388378216211,731906,1
-0.10894932480133934,733719,0
0.548515604960141,733706,0
0.6566889818956712,733044,1
0.6281856075902841,733355,0
0.49685015438817987,731496,0
-0.5553821117761477,733316,0
0.15425939976959324,733056,0
0.03779803267225923,730759,1
-0.5114888346320297,731498,0
0.45085263321601604,731503,0
0.6041264833715362,732246,1
-1.3294909244754467,730514,0
0.01493118967453988,731949,1
-0.2548452191668781,731599,1
-0.20022180980321735,731950,1
3.099896226505952,733427,1
0.5093350408694277,732689,1
-0.6296166950186743,732608,1
0.34176875164306253,732589,0
-2.9479054148508177,730864,1
1.3810242381401951,733717,0
0.9199717413218447,731600,0
-0.1576518875155497,730780,1
0.5728749290317383,731600,0
-0.6300080340987029,731130,1
-0.23304815406512902,730770,1
-0.7015891152010979,731216,1
0.8576745490057274,731229,0
0.03938648750368634,731881,0
-0.67751211521833,731957,1
-0.2585853593595459,730857,1
1.2466524829025298,730864,1
-0.8520827150601358,730850,0
-0.7160962819116488,731130,1
-2.120673726043173,731599,1
-1.4223867439777462,730514,0
-0.23275326310903455,731886,1
0.39011201425647396,731950,0
0.7642671375969098,731144,0
-0.6555192565226564,730864,1
-1.0146376973212248,730759,1
1.4717544636532782,732590,0
-0.26024675911333195,733719,1
-4.7643007178344625,732230,0
-0.1305894167364695,731886,1
1.0154097551232952,733681,1
