0,date,outcome
-1.3299719195323192,731586,0
-0.10008902994498353,733710,0
0.9320408267685916,732593,1
0.14647037876028482,732959,1
-0.8645429167336796,732327,1
0.6600281859936077,732248,1
0.865287108303801,732960,0
-1.1389181379430084,732588,1
0.834905020520002,733361,1
0.25251555858213504,731510,0
1.2734976227908774,730780,1
-2.5069426456123276,731489,0
-0.6442893199016937,731144,0
-0.8114239208015481,731593,1
-0.8550560808345677,732692,0
0.45793109089642375,731144,0
0.7940569947866281,733709,0
-1.828373908217431,731230,0
0.3315620499673565,732608,1
0.30668582926224536,732691,0
-1.3756220642257344,730766,0
0.20345748915038986,732237,0
0.20867387257451875,731588,0
0.35692537952122727,732973,0
1.0908908552977157,731859,0
0.17694238770443482,731977,0
-0.30248889104611143,732327,1
0.5406563565356408,733335,1
2.597314784898299,730787,1
-0.7729450783828078,730850,1
0.3301868032096158,733056,1
0.6501128927669955,731137,0
0.8706018121168657,733687,1
0.8462791050939861,732232,0
1.5210680034741078,732603,0
-1.5060397644580152,732614,1
0.41531044965918934,733429,0
0.3666988738678105,730500,0
-0.49949904684798807,733341,0
0.20190909363422416,730500,1
1.1931212424555264,732238,0
0.02516707908498178,730857,0
0.06993117235661217,732614,1
-0.540212111844698,732997,0
-0.055750184499191224,733413,0
-0.5341433234898837,732679,0
0.9121793140793246,732595,1
-0.016003768303749832,732678,1
1.1787086237192073,730514,1
-0.5048182810701205,731222,1
0.3879065137552206,731858,0
-0.24847767785962382,731876,0
0.46261087717477245,730759,0
0.3539504946737474,730780,1
-0.12101314022784737,732628,0
-0.0977421040722029,733339,1
-0.400816423516527,731508,1
-2.363004570680996,731230,0
0.8438889274485184,730514,1
1.2941566807411848,733427,1
-0.0484957572285889,732960,1
-0.031220586483274027,732231,0
0.6938090131300539,731490,0
-0.15532176459089564,731595,0
1.1012763988556622,731137,0
1.2164049529033965,731599,1
0.2666927692139818,733707,1
0.9832127195420414,732960,0
0.7995858775747997,733068,1
-0.5316417038094532,730780,0
0.9407210076008674,733329,1
-0.6869373301776363,732704,1
0.3141970417483425,732235,1
0.4559990027837372,731151,0
0.7357750545276742,731965,1
0.9320764578416671,731880,0
0.7565758110964929,732610,0
0.20150860482941457,731218,1
-0.9444444668407648,731490,1
0.4160267939520802,731957,0
-0.891839806101861,731967,1
-1.0494309374504922,732243,1
-0.000297267976067217,733708,0
-1.0638123969716071,733056,0
0.18495256916743485,731866,0
0.5438624642098873,731866,1
0.0061050217621221314,732321,1
-0.5631516271678961,733325,0
-0.6857229697096225,730493,0
-1.5505268634230842,732332,1
-0.6976033056429854,731867,0
-0.38525293005084255,732610,1
0.3855247192041624,733693,1
0.3159346971914061,730766,1
0.10729981333023986,731515,0
-1.1888315390094797,732965,0
-1.032437631711388,730500,1
-1.8766779345402704,731137,1
0.8162753449370153,731867,1
0.5199489996834732,733337,1
0.2539883477506326,731968,1
0.4706256721352542,731952,1
-0.10877622525134178,732678,0
-0.5489738188543904,733719,0
-1.3215489559897011,730514,0
1.0232678621555238,731587,0
-1.7357494236212343,730766,1
-0.4343867894467992,733059,0
-0.8147966164473823,733072,0
-0.2765801553090545,731502,1
-0.026608787698023773,732706,0
5.012081097686097,730493,1
0.2618366346513232,730780,1
-1.0082176792973108,733336,1
0.4355043031670268,731585,0
-1.5422259690622495,731215,1
-0.036459020827013355,731964,0
-0.21289535779807522,732691,1
-0.35298171287703184,730787,1
-0.3570747986175425,732322,1
-0.13327462322031203,730780,1
0.3346902476132594,731489,0
-0.394345925766465,731884,1
1.640770135128751,733411,1
-0.6937737418502621,731964,1
1.6325489076965727,731959,1
-0.3413376360134004,732694,1
0.452864343028635,732327,0
0.6342483707546852,731588,1
0.25264628371537184,733421,0
-0.05780433735308055,733041,0
0.763861548600525,730500,0
-0.6414116485460083,732238,1
3.7382869733292274,732245,0
0.5443665782379205,731866,1
0.18915105058549309,733043,1
0.16371705207882847,732328,0
-0.12440462622285153,732335,0
0.2578847970990772,733699,0
-0.41402397146497033,731144,0
1.8370521805066011,731510,0
-0.45587963496607764,732231,1
-0.36483642391630666,732685,1
-0.8310139332388957,731151,0
-0.8498646766302114,732691,1
0.2841151823024086,733042,0
0.15855283651577773,733426,0
-0.47752837245734003,731221,0
0.05471141106636801,731952,1
-1.4573310394185952,730486,1
-0.9405519949389718,733044,1
0.5856770061616114,732974,0
0.3267336670810934,733424,1
0.5032285549090244,732975,1
0.04387806727460308,732973,1
2.0872211751498484,730773,1
0.07403564061541956,731503,0
1.3520960948424987,730493,0
1.0891143323761838,730850,1
0.3459591088373131,731130,1
0.40811709221833203,731586,0
1.3688960429517372,733719,1
0.7228036196589135,731532,0
-0.17219313633248068,732950,0
-0.5725007711836843,731966,0
-1.7219324023521119,730780,1
-0.6748388363930804,730500,1
-0.3590512610130854,730780,0
-2.2184597650749573,730850,1
0.2548325735620758,732696,0
0.40421966331643144,732679,1
-0.23930229167593292,732247,1
0.21018219055343845,733055,0
-2.111201352672736,730780,1
-0.15403611593468947,731243,1
-0.8645429167336796,732327,0
-0.3717978026556785,731586,1
-0.3360307496691246,732318,0
1.5255545921908422,731510,0
-0.6438240984990571,730486,0
-0.19237629578087412,732222,1
-1.2871937434176144,730486,1
0.4209976196705054,731861,0
0.35904286554344045,732320,0
0.46958182037710994,733733,1
0.27744504691134797,733060,1
-0.044419166012910516,733413,0
1.6974010333357716,731587,0
0.8734297013976667,732974,0
0.3282168831489658,732592,0
0.30562077017490885,733043,1
-0.9441330521837087,730801,0
1.1605788497204155,731216,1
-2.1436859772923897,731594,1
2.644312927347591,731130,1
-1.029399577337859,733056,0
3.9921866581866228,731600,0
1.3204138033285369,733433,0
2.549378894818074,731881,0
-0.058100523521838365,731494,1
1.1111950185646766,733424,0
-1.381835443578126,733339,0
-0.15188268023577733,733713,1
-0.07765390165692265,732244,0
0.29487640662259107,733716,1
1.1437706787423954,733332,1
-0.1149317895128954,730857,1
0.2555727921582427,731856,0
-0.5580026605098323,732250,0
-1.1145506647578682,733691,0
-1.9882651930041753,730850,1
-0.44679677558232495,731969,1
-0.9240807257587775,730780,0
-0.2823997537015739,733427,0
-0.7334771455115792,731597,1
-1.0389778450868938,730500,1
-0.22316227735206384,732247,0
-0.39103671465372236,733719,1
-0.3588643711391932,733433,1
0.5981243212481558,733070,0
-0.5556783421612997,731491,0
1.4344154161031786,733316,1
0.4543056124754893,731886,1
0.359136263264601,733708,1
-0.19790869526598787,731867,1
2.3858681889702575,732704,1
-0.3115036538527965,732955,1
-0.9912260076034605,732328,0
0.9776284440497361,731587,0
-0.1402913525481304,732342,1
-0.7421498242614066,731952,1
0.24382123849660325,730864,1
0.08180386173672571,733709,1
0.7433730169380587,731494,1
0.8985949937115585,731858,1
0.9851137882060064,733733,1
1.2035452939410989,733416,0
0.5538047729298343,732223,0
0.4979756078923899,732956,1
0.6556305222947383,733705,0
1.1901698209000244,733052,0
0.7085625374613218,733695,0
-2.8838935965945733,730864,0
0.9845803335315364,733331,0
0.8171426801963497,732687,0
-2.4134604982667733,731501,0
0.7352304960322111,731511,0
1.0132162688774784,733693,0
