0,1,2,date,outcome
-353.96985043094406,-776.0827468509419,-729.6883638730873,731586,0
1449.2137311149029,1096.1341144550368,-845.2601638543503,733710,0
-1060.7156533379675,485.9409345421984,-665.3285232996687,732593,1
-446.8919478236584,832.8808186262505,-442.3987838834866,732959,1
-584.0882692092182,185.3735243924774,-415.23205416537365,732327,1
92.2635609221727,53.11738676697579,-148.81830048399738,732248,1
1742.6080562051259,108.68532824201759,-1146.2102912720677,732960,0
5256.8631902629695,-1343.8702467521528,-1961.8267062683924,732588,1
3503.7047068944016,499.4016838153402,-242.8298826193985,733361,1
2312.3396212104158,-1565.4119120405296,-1087.727612695255,731510,0
1067.7766273459413,-1725.843870996965,-83.43843798029035,730780,1
-171.0310446939153,-806.4893294027039,-398.4149069225553,731489,0
-498.8326899970816,-927.8509119938778,102.21622751520887,731144,0
-1258.8507072001737,-133.6549080396115,493.30536625191263,731593,1
290.8284897903588,394.30259487391805,-416.6263232882866,732692,0
-1294.8905025658798,-893.6610007195335,-272.64916864895235,731144,0
-604.6750708247631,1709.0589359651963,-367.6779445606366,733709,0
-803.3371671817547,-885.6233622252887,-214.68728945888176,731230,0
-1024.0419477429468,607.5832095690113,-354.51652548707324,732608,1
-907.7114559099101,580.3776860760124,-606.1511023709456,732691,0
-83.15100401660048,-1186.4091018429574,758.9778593086052,730766,0
-563.3932521329853,310.22165287644765,203.21801065213512,732237,0
-92.92550272187907,-501.39223051787565,184.87142475265384,731588,0
4.996979093749169,730.5660999262608,-499.502105890036,732973,0
-769.7551310062953,14.843714241852304,397.16413205723484,731859,0
-1150.316913168721,45.07730414457385,-92.77459624361697,731977,0
-258.36290192354943,85.34375746000626,-498.0499911097248,732327,1
-513.952185597062,1291.6485454824592,-344.50459554862385,733335,1
380.7951322540323,-1405.64137888707,369.3921946102286,730787,1
-238.00629167775844,-1180.7079864837413,434.17045716290073,730850,1
-732.3627470677035,926.8280415579973,-639.6861509120811,733056,1
506.1572808054383,-1048.5074638362983,379.57830796781,731137,0
-144.31943191442656,1425.4130581670952,-807.5523212275062,733687,1
-57.72121873430843,137.54716932644757,41.82690397267783,732232,0
-197.45693978563483,958.2473076810326,1098.1667053342928,732603,0
1576.4691353446617,461.68613206991785,745.4100403516517,732614,1
668.6326748429788,1069.5388854810215,-539.8300083107313,733429,0
946.2115364027928,-1863.0361660470892,302.46025805923915,730500,0
600.4172678564526,994.880323820328,-522.0339292292397,733341,0
-1064.3626561452672,-1578.6402215423357,-96.54821265332443,730500,1
-142.77144996425562,294.6356515525028,402.7927783470971,732238,0
-1073.3328734071856,-1002.5821608210271,413.8514315500981,730857,0
-426.56258610770044,494.29257492070707,-332.07846894892924,732614,1
1314.5447421815827,966.3309178793105,833.3733229613267,732997,0
-45.173770853652194,1882.8440089316418,1307.442448056087,733413,0
-705.342903480912,562.9877780634949,-500.31223112190156,732679,0
-1279.8043044369022,759.5921676737232,-56.137203130874234,732595,1
-594.3603825263966,707.017819825209,-39.23965858417641,732678,1
-1706.4708459591802,-1279.258648888744,303.16913089135875,730514,1
-1176.4260407000654,-890.3050041500818,-435.5360291480204,731222,1
-1400.6433803172145,-67.3249779436859,-194.4673650618673,731858,0
759.2368806248634,-284.5335711757691,420.9761773139297,731876,0
-1497.1523835212786,-1124.3714960886587,124.01164501821333,730759,0
-1234.8702523682687,-1156.9817439279752,126.26642962719409,730780,1
1637.6926400266857,1206.9690473737578,2768.259849627119,732628,0
-509.4932445899471,1236.2399342027963,-505.11119757177426,733339,1
-853.5263505336011,-41.302261791897834,1233.299304943238,731508,1
-660.5700566277434,-771.1943693988698,181.49333206353236,731230,0
685.5266063151097,-1772.9874609732717,354.1197818799024,730514,1
-587.5819110298831,1243.066151067967,-794.9205407571604,733427,1
-321.76972992135285,743.0285043341433,-617.7574261781349,732960,1
-499.5999237565297,73.70259572646745,-387.25582045759506,732231,0
-1196.1585423262356,-389.0032897575443,140.2166450272548,731490,0
-115.51849434443366,-434.04735521970053,336.0950236866968,731595,0
-492.88370526750214,-855.8660663218669,323.10425044098,731137,0
44.23572138143931,-594.4408755607584,-18.870350210128297,731599,1
2578.4344622978588,669.2162012556213,-1343.2609894887532,733707,1
-354.0225143840265,933.3379052950601,-117.24425160598078,732960,0
2874.158877930761,38.119819206530316,-997.1406393210021,733068,1
1238.8739650305681,-1542.0959005769666,517.4612748812796,730780,0
5442.691930672452,-465.9422275818881,-1650.6475109602495,733329,1
-825.5873541303224,629.001343355961,-464.2562604408744,732704,1
211.47227243357295,165.50757278885197,265.54032664557974,732235,1
2434.7166383939834,-1696.6763487598128,-306.3671718699729,731151,0
-1034.521127127589,238.11237595183465,538.0907367344421,731965,1
-693.5620330935096,-197.07008404228267,-198.88234343376857,731880,0
-787.9316671393049,496.1523263414122,-526.5123786033944,732610,0
-165.68268631690765,-841.9844227614761,309.84976326318537,731218,1
-749.8321935650366,-486.5917648635675,134.33043449476895,731490,1
-797.3265641794304,232.64854736157594,684.2965463499328,731957,0
343.6162870567694,-159.56946429773004,251.31229301557457,731967,1
-969.2068478222851,170.0462034514688,-434.84120958762435,732243,1
1392.4001684811628,1033.7338012377481,-1042.7431952514053,733708,0
-577.4146736806123,1076.22175437311,-141.25018407381503,733056,0
-521.3888075655864,-266.48211570599204,-246.29910856551518,731866,0
-613.6069935072537,-339.376395171131,-500.0661129202613,731866,1
-867.8166917679345,266.95696336151167,-341.72884956471285,732321,1
120.23181446364761,1383.12835131206,303.7529769057303,733325,0
-1174.8047308435328,-1330.8631438733362,537.4910697149811,730493,0
-695.9237123971885,165.59612763584485,-549.8467757142022,732332,1
-533.8796472368924,-279.2549983638733,-291.2019476578187,731867,0
-371.1718185131315,473.89120807935484,-343.6179894573174,732610,1
441.8527669831185,1414.964780090136,-511.50355261488187,733693,1
-831.6848581867675,-1176.7311804030478,349.27169577662437,730766,1
312.61456872084636,375.3036687920739,3026.2712155459494,731515,0
-556.6158919886868,976.4156274227948,-132.38625208959664,732965,0
-340.1594394366184,-1632.553575961018,181.89943285618702,730500,1
-400.7219421787304,-833.8845693267405,436.4853914740109,731137,1
-91.6488625823781,-340.2984716805154,-199.97383150478342,731867,1
-920.9756848748194,1262.9387490141664,-667.4427420008276,733337,1
110.24115492653233,-170.55125723608705,82.36952460884599,731968,1
-21.323604906516945,-166.42100480237661,62.074169862817506,731952,1
-804.3962690854596,428.5362058022109,-934.8703392291262,732678,0
-85.99757726842738,1560.5662067408955,-499.249283539459,733719,0
-1792.6232190224653,-1411.187073536012,-125.18298894582027,730514,0
-93.10377884857154,-502.3910411375711,185.31353241746308,731587,0
-784.1206096392774,-1126.8644756967578,512.6729629753835,730766,1
-215.40425821532523,875.3578095907386,-486.5496805254932,733059,0
-993.829061938877,910.8152404735115,-887.7828726617013,733072,0
-633.8565129051871,-417.9584491759933,353.816215253365,731502,1
-812.224366529749,629.2763270697262,-461.5159430576577,732706,0
-379.8921668141891,-1442.1956907179272,698.5600222434085,730493,1
-1117.1599832457543,-1174.7656342448738,146.27994704219344,730780,1
-937.3667990701775,1283.436118998885,-618.4374502071367,733336,1
-93.55617381187871,-504.09458799822835,185.79453936567262,731585,0
-166.2530445017178,-844.7874533603112,310.9277523181704,731215,1
-906.0284429661474,-203.8693524943077,-593.1590346242431,731964,0
-13.978822549415748,1132.5321319544812,1420.1452190339185,732691,1
-454.95375840233237,-1043.8989940252754,868.8530585513787,730787,1
-741.4150412603843,315.7481454867973,-137.38378465350922,732322,1
-788.3115160681053,-1230.6551055476164,185.84542773904607,730780,1
-1337.8547467655192,-425.3150136498846,-39.56061891509141,731489,0
-511.3047092760902,-191.51972366032916,-89.1041181743645,731884,1
-973.8702425283155,1681.0008435665175,213.4487047480224,733411,1
