0,1,2,date,outcome
-998.9767952590961,-79.61960822358121,-305.3782068878981,731964,1
-1018.5034143913091,-6.080865922365213,-101.65866377211447,731959,1
2957.2042734602023,-407.544330307426,-1056.7340014086503,732694,1
-556.4219116088377,297.3195024476016,-93.42059893843054,732327,0
-92.9077462430292,-501.4266615329055,184.9350803212251,731588,1
719.1888793537972,1135.436968216521,-307.9638257696963,733421,0
-1010.8237033223147,835.8074211496669,-1024.6687652125092,733041,0
-1303.8982704673565,-1396.5025338741355,262.6517501020707,730500,0
408.7131263209036,52.973899595074606,65.04067139583313,732238,1
-796.9098981497793,129.84094999487579,-449.51859988144815,732245,0
-661.6087194468255,-300.9989081737082,-423.17613674434983,731866,1
-1060.9375867749764,1062.1758724057606,-425.1992451458482,733043,1
5.247417837669271,47.473310794783416,-449.6054492090454,732328,0
837.8484348816311,-170.62124710518785,-581.181035056061,732335,0
-639.8184742161186,1592.0443641410295,-677.9714477805192,733699,0
-567.8421823360152,-1020.955743540545,-192.734197865635,731144,0
-703.6556058892045,-193.5522870667109,900.5853112945448,731510,0
-746.9373242967173,92.54709866520993,-480.82226422153775,732231,1
-1048.1560331724502,763.2812256595126,-172.3375014434719,732685,1
295.70535769050724,-445.3658509687635,1858.585899310141,731151,0
-967.6284821951234,653.99681419439,-439.6997812126901,732691,1
-428.2078631095901,739.2819299463413,-935.6932544599895,733042,0
1219.3969467516456,988.097796434884,-431.8056560579534,733426,0
851.8831496206919,-1419.5052900928129,-682.2490840566145,731221,0
-21.357129732185314,-166.40555560502918,61.99296273699407,731952,1
-309.58656042953396,-1515.766668454459,557.0787350079063,730486,1
-1053.0372639302864,855.8613942626677,-999.627789930988,733044,1
-1042.6390539843105,881.253919319984,-704.5644051489576,732974,0
2792.110380687087,749.7641974961857,-161.60324356222668,733424,1
184.1614095834894,924.5574935654595,127.75840813607546,732975,1
1831.620745595037,219.56202762653004,-829.4945675373998,732973,1
-437.9500161016888,-533.2561157256064,2310.6805475601664,730773,1
-478.8072126913816,-722.2484666293492,-389.85151309484644,731503,0
-1341.799748562834,-1508.9173008861758,-48.86413609130237,730493,0
-238.0028140488846,-1180.6648715216074,434.11029839066885,730850,1
-643.5997829305755,-958.2068636805716,-23.67240893099036,731130,1
-93.31252819272217,-503.2875072675927,185.61167849292343,731586,0
-276.25833972320794,1952.8201766080497,458.3365402881893,733719,1
1912.6770657432824,-689.0671241401383,1007.134755461983,731532,0
-413.69127417047173,817.1356403493144,-439.3388644535154,732950,0
1880.47263055004,-879.3922939993661,-814.1060576086776,731966,0
-306.0878550871423,-1524.1485224679955,-336.0739840711654,730780,1
-358.79168791812145,-1620.3242791991674,204.09326887893164,730500,1
-1554.84329198661,-1138.3137182511555,-12.184086541064488,730780,0
-238.01741903978086,-1180.7787864828997,434.213041673984,730850,1
3024.5297844842585,-333.8771726643065,-822.3273608505381,732696,0
923.9877806332199,6.743775600333881,-1069.824072403577,732679,1
-625.6571752855443,155.2696796092346,-285.4425728756362,732247,1
4140.725644037522,-491.8581951445154,-1667.9145931537141,733055,0
-1184.314495208242,-1119.5258290847548,257.98940541487747,730780,1
-1365.7027778905858,-562.2139359983579,300.3073551220094,731243,1
-584.0882692092182,185.3735243924774,-415.23205416537365,732327,0
-93.32147454202209,-503.31813395792693,185.61781665187246,731586,1
-492.9082599929121,519.5012857760079,574.5110794643872,732318,0
-1210.9853862174834,-228.6235679407075,508.89472655324687,731510,0
-309.58265945633565,-1515.773886393954,557.0806784682475,730486,0
-619.3524409369139,150.91892373379451,-219.79577975937266,732222,1
-309.5839580624999,-1515.77032473651,557.0819373817246,730486,1
-1102.6680160944513,215.4273950690621,742.3157370552149,731861,0
-365.91802894261065,196.68175498307554,-237.1363285921177,732320,0
5165.074833985702,827.4984220539394,515.2847531811707,733733,1
318.1251512637674,1051.0216525692356,299.93092345322344,733060,1
298.113569532303,1031.237579818696,-814.5840898010598,733413,0
-93.11800932148134,-502.35902189733144,185.26312275193914,731587,0
-630.8299973728582,927.7403551046552,-335.29700346102567,732974,0
5402.164571578128,-1186.3098955831065,-1455.5442328954475,732592,0
-853.1711529550456,971.630655434268,-550.4509198548516,733043,1
911.6667995185238,-1422.7845410441366,590.4851148873065,730801,0
-166.07784606305984,-843.804911646933,310.499832827243,731216,1
-618.4128073635843,-626.8901827063911,-482.4357247530699,731594,1
171.07205429692718,-1215.2108622115406,-250.2743307271949,731130,1
2794.3478160501772,-55.94547774761113,-1265.1027234421058,733056,0
-1423.279807323761,-396.40681744886496,-340.5408113555433,731600,0
11837.937286750706,-1434.4321030268457,-877.3665194307575,733433,0
-948.1594252649461,131.85988033824106,546.5696994701534,731881,0
-956.3878126002886,-329.8126908518147,429.514659149067,731494,1
2339.7191624210304,828.9486446671866,-208.76482515702233,733424,0
-937.4074420370649,1311.1403150875349,-551.3017073988979,733339,0
82.9231842740206,1906.7910939939,559.8239170944328,733713,1
1489.5965265927678,-497.73745705452103,-825.8035660759303,732244,0
3123.79666075608,734.6059057944321,-873.5636078591585,733716,1
4686.712606519316,98.81920940489341,-560.18103392957,733332,1
-263.0577079857161,-1376.5324899788206,-134.70935097101975,730857,1
5074.014317240149,-1598.24671423646,-589.985463843214,731856,0
-732.1992743142158,270.6700183097451,-41.45013770940602,732250,0
-45.12813131512157,1512.5211660448904,-523.2252781941162,733691,0
-238.0477598344202,-1180.7002698168535,434.091728695563,730850,1
817.2399528444042,-105.23819740240978,668.8209147145622,731969,1
-397.1785824255819,-1224.717658119044,430.2104207945373,730780,0
1111.2683757436478,744.8621689653783,-1163.1583547170899,733427,0
-894.0618806230252,-328.93928743596047,162.9676261447774,731597,1
-868.8592104940041,-1326.1277357773774,709.4069614479181,730500,1
-29.71838433352833,500.1241519995494,1001.2045135635963,732247,0
1616.0651959635834,1120.8496480459373,-706.6496896680112,733719,1
3368.3658383447755,1240.478850053349,1484.5903359686558,733433,1
-726.5927711326993,1048.9935616044622,-345.0399300517185,733070,0
190.68888696032184,-789.3902395001272,-146.23275921359843,731491,0
-1122.481466473052,1432.5391088788897,-264.5240510626831,733316,1
-272.81596265592094,-420.6303659094928,-582.5351306231199,731886,1
-221.83871013477537,1399.8716635834567,-986.1735411488784,733708,1
-652.988835085481,242.91701999781563,1062.4427066149158,731867,1
-450.1663381778521,552.1343297658713,-454.78202793076764,732704,1
263.6053799586584,976.4441900403751,374.3036769015975,732955,1
-1088.3197409722447,406.5130836540969,-109.48469877664289,732328,0
-93.08876396596776,-502.4032177023535,185.3731635646889,731587,0
-718.889706563795,97.76610357885984,-784.233695208307,732342,1
-21.358797411285792,-166.39005127865624,61.965840661773605,731952,1
-1099.2381796979482,-1167.0670223157065,-70.91224148384877,730864,1
19.099602364954006,1390.2075632141325,-873.621287500807,733709,1
-721.9537492760634,-507.84510887502955,80.85702274485172,731494,1
-527.5148026369103,-278.60518439828775,-259.54257529341135,731858,1
7145.844054817438,482.85491541668426,728.0679679335195,733733,1
1887.740309250623,1790.6139201910223,2171.5201232625095,733416,0
-984.7166092047545,284.66488467685633,-71.00983300994324,732223,0
67.31286809605092,605.7135913135409,-754.2343230582211,732956,1
-600.699089643383,1622.6579392649446,-589.1688511794895,733705,0
-169.75324199748457,1093.9218254139996,154.77439423251582,733052,0
1088.7996510484281,1469.1242225580074,6.462351815012664,733695,0
-689.8992494021496,-1318.529874886931,-246.4814203489237,730864,0
4614.320453349379,20.147738877337034,-813.4159221930896,733331,0
1016.7199911110955,66.36529558995983,-874.9471826077875,732687,0
-460.3225734162982,-511.6144458360554,203.19006699168958,731501,0
538.4726039922535,-690.5441011280636,266.421562878114,731511,0
254.42026639927212,1637.781332808182,-13.327518307039774,733693,0
-256.62768469688746,-20.036505493209958,-474.81413199992267,732222,1
-1041.0015947805875,-640.586021535369,321.46947101530407,731228,1
-461.41793216751716,-1171.7167741558278,537.661729786121,730780,1
4475.467048145606,-695.3904751768971,1372.9378512267845,731906,0
-368.3161930809176,-619.3294722603837,2116.8722962816737,730773,0
9135.357496095343,-1044.1056209767082,-1353.71703342141,733422,1
-865.5410422001488,957.086578044173,-597.4482979402561,733043,1
345.84693140210226,1493.6799524689827,431.4363988972753,733428,1
-1075.9208439933843,-799.3790874571571,903.5250767613751,730878,0
-533.6016484992393,720.6608900964127,297.01436939816534,732589,1
-1332.0659943583235,-813.0572074310087,1047.7253124603144,730766,0
-888.990089896375,792.0888369977997,-19.979769304222312,732692,1
-444.6514474724878,87.32147860283203,704.217489069812,731886,1
-21.96379046567273,-169.01902839835498,62.865903849241604,731949,1
-784.3548331533702,1346.0306727255693,-327.8042482965146,733326,0
-564.9397519985387,-1212.2635885945758,118.70032957665705,730864,0
-1076.850916660312,-556.0960006839371,-303.9235279750362,731509,1
-534.268133200267,338.4560617594483,-811.1592864948549,732610,1
-744.9748647423761,-240.3284182305176,472.0253874148703,731604,1
-92.01229844390137,-505.51423356065663,-647.7210009411316,731865,0
-340.95069421070264,921.8593913433488,-410.4187112434967,733051,1
695.6843118446669,-1366.358152744412,-398.4566864397535,731144,0
111.9757200749498,1362.600888881864,-36.557436099841844,733419,1
832.6622281494434,955.3233209385347,-494.726051853592,733341,1
-649.2877660138149,605.4983298640043,-143.89207847762222,732609,1
2072.522906305651,518.8583354632183,-954.1985904838722,733338,1
-379.07684904895973,1560.681584357364,210.9564156290616,733421,0
-1121.2628312054198,3.980202691723382,-187.9328854958208,731977,0
-48.48872440609779,142.0578177142368,-266.4276239570669,732342,1
-165.833624577176,-842.9154279595841,310.2445397327029,731217,1
-1261.6608890605385,872.4843253355718,-816.1912251243127,732959,1
-791.1933894112794,511.4885881946901,651.1351804909626,732226,0
-165.833624577176,-842.9154279595841,310.2445397327029,731217,0
-721.7324834114404,-157.49543050839043,2070.930861302222,731144,1
-1116.0419350814145,148.9875495166945,266.507878162715,731958,1
-833.1408847099096,696.6167813143452,-212.83138667938215,732680,0
6718.255268721879,-977.765399050934,-452.12313445084163,732704,0
-166.26592598368939,-844.7408219537928,310.8364442701191,731215,1
252.91442142177266,1231.9777606003838,-77.87868952801306,733341,0
-874.0783464247808,341.06766912336604,149.40634252190335,732222,1
-731.3481341118082,-155.63050497989497,-396.2195984469251,731977,0
-873.4500811997586,727.7988370506846,-182.9541960927754,732691,1
513.4161918636495,-448.06733762882425,968.6796515643604,731492,0
-1081.0697170311423,-114.44374640257392,-164.14394565468504,731868,1
-378.00201886127496,613.823452120886,827.2990769758129,732342,0
604.6757666601465,366.9326745684014,948.0736465298647,732267,1
-1278.9886079436494,-1421.4958172350398,209.76102990640416,730500,0
-777.8413434576959,-813.3387594851597,293.70716425067116,731130,1
329.0039792215461,952.0272521991582,-788.8081826905897,733338,0
-92.92550272187907,-501.39223051787565,184.87142475265384,731588,1
-981.2608612779956,527.4265868655032,-485.9347306422933,732587,1
-1239.9626034793782,-1498.638759863808,20.091997415409033,730500,1
5459.866560393156,-80.36427317618005,400.8962939559589,732994,1
-1475.5820672654418,-649.5364902195101,42.49287874309464,731228,1
-259.00748162334105,-422.73371851945365,547.2917863074596,731506,1
-548.184993533799,-482.3710546220611,-70.17898635624903,731603,0
690.0797544329358,744.9034810593702,-26.27646361339792,732961,1
-487.903760985473,82.58329212627451,674.5476626058903,731883,1
-309.5812300906006,-1515.7665487808854,557.0799174036351,730486,1
2742.435188180485,1872.286993335295,2065.349128399153,733695,1
-309.58334173259834,-1515.7688361370256,557.0782062651814,730486,0
-693.6342512713105,-473.0963512069455,1227.8421787345444,731144,0
964.0417564875947,1253.5847233444324,-716.0269762998091,733716,1
-942.5010715222002,818.3309440702037,-1059.2541765466824,733048,0
-862.9250155629637,944.2103845684418,-420.4113561284642,732972,1
-1028.4944844359254,629.04634313558,-316.2686440893548,732614,0
-13.03070003947732,-1477.228250098135,6.570428191635665,730766,1
-165.8814954660305,-842.9078814461857,310.1798792063192,731217,0
-876.0869493764524,282.0056170497335,-367.7518215807328,732342,0
-21.534652981325298,-167.26830577826402,62.31797674379572,731951,1
-611.9447808419227,108.42796149686015,663.980015633079,731886,1
349.9348198047285,1140.9333828471329,816.074299686722,732974,1
545.6312028122596,1014.3335186205237,-716.5027912269175,733413,1
-1660.7902707645535,-994.234476456456,381.862017148297,730759,0
1046.5750452846364,663.0660446134123,-59.545770378014936,732967,0
-1132.8806070820713,632.020214791587,-600.8446898126778,732692,1
-1069.274850187637,-44.84587128634952,-291.3313141098305,731977,0
1808.9055412441603,703.0706788256122,-1641.8764897587391,733686,1
-434.79238134166275,-444.46472042834324,370.4533443261208,731511,1
17.283689213784644,463.8639226240877,-372.94336450725984,732687,1
-1038.4048702194827,-703.4266645452866,420.94858234115617,731137,1
7534.338600164016,-458.39119506238154,-1493.6687685176535,733694,1
-869.1801919882549,1047.6556368442573,-429.22804071093867,733069,0
-950.8273050321485,-525.3827670283719,935.6094148035655,731144,0
64.7201271824949,1237.574959345205,-1197.9024508667865,733686,0
-435.2899597874205,1747.7065687048787,-136.82480399297017,733700,0
1140.6946794087512,59.33178718307978,-558.1929031418506,732598,1
-747.9513887739027,-1198.6378055849507,359.50611264253195,730759,0
-859.6835277088554,1011.411566757494,-193.77343764898487,732958,0
-29.295399826254883,-22.558296132986268,-413.90518831671136,732244,0
-238.02140102613643,-1180.621423651663,434.03975541887206,730850,1
824.1601730884474,432.0214646567131,-798.3279629417068,732960,1
-931.9920248010378,202.34617357657334,-282.6241324145882,732229,0
-1152.3042237043924,-132.5826810020562,-255.98090837026004,731868,0
-610.5411521620715,798.8533364218239,-631.4769109749407,732959,0
-490.94116195906264,-281.6663598061614,-311.5176661423816,731880,1
2197.383164032033,-1168.1295549044642,-48.90629717138232,731504,1
-146.1856281153446,479.36584187522914,-140.45861860653451,732591,1
-441.9636678545485,1538.8137955504321,-686.3240090668575,733692,0
-331.0171447019998,955.5269445112496,-193.03810582658122,733010,0
1477.5709115572104,20.01768234987449,-456.9980492556295,732594,1
2402.4742825472003,-1285.5832008180373,-556.9639777562041,731608,1
-723.6989254017487,475.9498186326991,-493.82335172251743,732593,0
-551.1657387346398,-1063.4348366717459,489.879779526547,730878,0
161.18207705310314,1478.139591117588,604.1909103052965,733319,1
-167.30080449935133,-1197.8714610619493,617.1516311080003,730787,1
-411.91321848544214,1460.7448744338844,-930.8185132519541,733708,0
-846.2324232255025,-350.69703204062057,442.72540386122654,731492,0
-470.7394873947216,535.8559463706963,-454.82094223692695,732685,1
734.5866922001487,505.50558051814477,-688.4114134481621,732973,1
-1317.5936363066887,-75.8376934225453,-191.9776233856911,731866,0
-596.712864482463,-377.12163804419515,510.14033626496393,731494,0
452.1974804745216,313.48103295889206,-499.56658778232446,732677,1
937.2606390213625,1174.1814925998938,-924.538019875276,733708,1
-141.10857418768683,1682.6279792367188,952.5109049603217,733330,0
-165.61528841526953,742.2822063748283,2649.490664173281,731886,1
3254.2604993406508,196.6163682084621,944.2550113934755,732632,1
4566.376399326718,3212.8609896574935,6663.019344743544,733733,0
-910.2708900198783,-42.51040514486305,96.26602262238195,731880,1
482.1219999875585,2684.2653964950437,3791.902816239966,733414,0
6429.514743262343,427.45434766439377,288.2906033217621,733690,0
1251.5270516874416,1273.4817442838273,-494.6651682572626,733716,1
3187.8952943659715,-156.78438321545772,-250.60836913736688,732698,0
1294.7276009624388,-1026.4648089902219,-215.33463173943275,731513,0
-1157.1340389435543,-125.0924068514588,-280.1214267031173,731882,1
453.005478776989,-1500.0892554030982,174.82045843231012,730780,1
657.4215700100322,628.0844552917689,-345.360011064079,732955,0
-907.7114559099101,580.3776860760124,-606.1511023709456,732691,1
-943.4552057522678,-1150.1924286835977,356.6157187656811,730766,1
-309.5801326046293,-1515.762589011991,557.0791601884455,730486,1
-699.468709821641,397.0756620704221,2495.4240942655438,731515,0
1322.726724991962,-799.226382000238,-913.0497102197157,731963,1
-805.8086124163988,952.1477004540039,-578.884271470739,733044,0
-579.9735819228059,147.46465979267487,-230.04904383822998,732230,0
-687.7420212953851,148.04648951952228,-540.8963444421918,732314,1
234.98794785822773,1605.4544760169542,928.6112954644686,733341,0
-384.1006064171936,-207.32853956087814,-280.39149868422265,731959,1
-725.5559752564482,210.5217481106672,-145.85117480263668,732231,1
-878.0235986387929,-164.8792252616167,-159.4323595147492,731860,0
-1441.4161875762493,-1106.6057480874758,930.1287383505052,730514,1
-93.27692637630393,-503.3060750118847,185.67249492305692,731586,1
2033.719455730973,-1350.9343502302752,-613.3271166911447,731494,0
-261.1587987103829,982.098249123327,-1004.5764526044212,733322,0
-1026.6999256095137,427.66263472315063,-815.536750373925,732595,0
97.60226270426472,1174.3881492994856,-325.318552218097,733341,0
-233.17969029411105,332.0078407932807,427.92870480568985,732246,0
1094.1307683089997,625.5681166416989,854.1177750016991,732633,0
-93.1124555224358,-502.36672424913587,185.27689625586686,731587,0
87.15201998731601,1126.9257684172717,-443.4873463465251,733335,1
4961.500574172746,-1348.1582594297236,-1335.5433271571053,732316,0
400.5777556399915,-222.2679811386344,-1001.3294922792625,732341,1
3861.257533509418,161.80027357388937,-945.9586956921299,733358,1
-184.2591444780116,1437.643590528785,-851.0132564760632,733705,1
534.625060571677,1464.1880909417266,-300.05848428396183,733685,0
-218.94203921808986,442.8325602486336,-627.3309374952062,732707,0
-1233.5938366453822,334.65025316074605,-83.98964478730534,732224,0
189.3363660617045,-808.9403146567562,-259.1307782148354,731511,0
5943.92281266816,-99.14806458637611,-660.8875121558635,733431,0
-493.5031284525435,19.851298380024005,527.2350665615155,731874,1
-1393.509406335144,-1480.3034752299468,-20.335627653977983,730500,0
677.0481407993184,23.41390611386826,-897.4909318613408,732588,1
-972.8403813791289,-485.548301511529,7.147827799923891,731490,1
-158.46111069123702,-1358.8839539418573,224.18696048748288,730773,1
-1328.3844929460115,279.7582087764536,-304.66569686302665,732229,0
-575.7780051381235,-66.6519775692859,208.53753869687688,731886,0
-244.5317091690928,1550.5642996608594,-562.9263429211795,733700,1
-493.55754608399786,-1604.4051236312555,168.80807533760225,730500,1
-1385.8667543386334,-270.8268099340701,48.2822542948526,731592,0
-771.1554171708561,1463.8038461465153,-1139.1311233027254,733709,0
-389.6514016780182,-84.82133540846488,-752.8070771257544,732229,0
340.5271336946481,637.5025645038687,-569.7434609843979,732977,0
5558.681761390233,-856.3988205291316,-1596.3426256948073,732974,1
-538.012784399924,-27.289768628674768,369.88979527836375,731875,1
-309.5804913248908,-1515.7609711047883,557.0784429493235,730486,1
-959.5619174658362,644.2454437927549,-421.18028785792745,732677,0
-130.0162603154785,309.11758501856707,-867.7387749842752,732682,0
-1407.0829472708942,344.2876030165315,-508.70458545982945,732341,1
-849.1979465158496,-591.7553544166092,793.6576139112032,731151,1
-1117.2236203179543,341.47933368556374,-14.725506347929382,732230,0
-792.2457496938925,-30.909569783860327,193.80733197604042,731881,1
-1146.0237496545599,-232.74924958047686,529.7561007003334,731512,0
-861.1813240491026,-737.7515666626364,175.4765684112843,731223,1
-494.2327738574031,508.0101754518838,-561.5415663107012,732691,1
7450.533504061128,-424.06957331411104,-1431.3914878751664,733688,0
-693.7387431946787,-841.7890773687438,224.00945648101367,731144,0
-744.8770826734811,437.5105344928778,405.7139605217318,732250,0
-902.9723146292488,699.1790764327269,-30.758897088749663,732607,0
-23.246643924780596,1228.2983809759778,-199.09706635938662,733324,0
-249.1077790032952,1133.4653078045956,-627.0834686023458,733337,1
-230.61528728472138,1327.0749969782937,-88.7672358153502,733337,0
-104.80814551553219,-604.6578390873275,-114.01833685473835,731592,1
303.5858303728818,-588.4856810331729,1493.9874284144512,731144,1
-598.6731058722236,151.98109138256717,554.4144530463907,731966,1
6702.761941719036,-505.35527636460137,-2180.1893797347625,733719,1
2726.760172078802,36.49731728251328,2149.983649382138,731974,0
-1061.8041338655812,-152.28153949213,-232.58264199468516,731860,1
2066.7794381353206,-2399.6914701053315,-509.14678266309426,730500,0
-1082.5330153238367,-191.70965773320748,-350.0607800171601,731859,1
942.8978119830335,-1000.324609107183,-292.77239842710776,731494,0
-771.5817988305793,517.9684396956345,-662.6897175697834,732679,1
