2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Final,1,1,b'Roberto Bautista Agut',bd06,roberto-bautista-agut,b'Tomas Berdych',ba47,tomas-berdych,7,W,64 36 63,2,1,15,13,0,0,2019-451-bd06-ba47,/en/scores/2019/451/MS001/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Semifinals,2,1,b'Roberto Bautista Agut',bd06,roberto-bautista-agut,b'Novak Djokovic',d643,novak-djokovic,7,1,36 76(6) 64,2,1,16,16,1,0,2019-451-bd06-d643,/en/scores/2019/451/MS002/match-stats?isLive=False
