0,2019-451-bd06-ba47,/en/scores/2019/451/MS001/match-stats?isLive=False,01:55:34,115,5,0,60,85,43,60,16,25,5,6,59,85,12,51,15,31,2,8,14,14,27,82,86,167,3,3,51,82,39,51,16,31,6,8,55,82,17,60,9,25,1,6,14,14,26,85,81,167
0,2019-451-d643-bd06,/en/scores/2019/451/MS002/match-stats?isLive=False,02:35:31,155,9,3,72,114,48,72,27,42,6,8,75,114,14,66,11,22,2,4,16,15,25,88,100,202,7,0,66,88,52,66,11,22,2,4,63,88,24,72,15,42,2,8,15,16,39,114,102,202
