13,2019-496-bk24-o513,/en/scores/2019/496/QS010/match-stats?isLive=False,01:01:51,61,8,0,27,50,25,27,17,23,3,3,42,50,7,31,18,34,2,6,10,10,25,65,67,115,6,3,31,65,24,31,16,34,4,6,40,65,2,27,6,23,0,3,10,10,8,50,48,115
13,2019-496-be54-v717,/en/scores/2019/496/QS012/match-stats?isLive=False,01:13:26,73,6,0,48,67,39,48,5,19,4,6,44,67,7,36,4,19,0,0,11,11,11,55,55,122,0,1,36,55,29,36,15,19,0,0,44,55,9,48,14,19,2,6,11,11,23,67,67,122
13,2019-496-sc77-be67,/en/scores/2019/496/QS014/match-stats?isLive=False,01:48:56,108,18,0,58,91,42,58,14,33,6,8,56,91,21,54,18,34,5,14,13,13,39,88,95,179,4,1,54,88,33,54,16,34,9,14,49,88,16,58,19,33,2,8,13,13,35,91,84,179
13,2019-496-i305-j620,/en/scores/2019/496/QS008/match-stats?isLive=False,01:08:14,68,6,6,34,52,25,34,4,18,2,5,29,52,10,42,9,18,0,4,9,9,19,60,48,112,3,3,42,60,32,42,9,18,4,4,41,60,9,34,14,18,3,5,9,9,23,52,64,112
13,2019-496-o449-bc65,/en/scores/2019/496/QS013/match-stats?isLive=False,01:05:34,65,5,4,27,43,23,27,6,16,2,4,29,43,10,38,10,23,0,6,8,8,20,61,49,104,4,1,38,61,28,38,13,23,6,6,41,61,4,27,10,16,2,4,8,8,14,43,55,104
13,2019-496-mp20-ba98,/en/scores/2019/496/QS009/match-stats?isLive=False,01:18:41,78,7,2,44,65,31,44,10,21,3,5,41,65,16,47,0,10,0,0,10,10,16,57,57,122,1,0,47,57,31,47,10,10,0,0,41,57,13,44,11,21,2,5,10,10,24,65,65,122
13,2019-496-gc89-r685,/en/scores/2019/496/QS011/match-stats?isLive=False,01:50:08,110,11,0,61,80,41,61,13,19,2,5,54,80,18,57,23,43,5,13,14,15,41,100,95,180,2,4,57,100,39,57,20,43,8,13,59,100,20,61,6,19,3,5,15,14,26,80,85,180
13,2019-496-mj71-lb66,/en/scores/2019/496/QS015/match-stats?isLive=False,02:10:33,130,20,3,65,113,50,65,21,48,10,14,71,113,19,68,15,31,2,12,16,15,34,99,105,212,10,2,68,99,49,68,16,31,10,12,65,99,15,65,27,48,4,14,15,16,42,113,107,212
14,2019-499-f811-y124,/en/scores/2019/499/QS008/match-stats?isLive=False,01:14:36,74,4,2,31,59,19,31,11,28,3,7,30,59,7,42,15,25,2,2,10,10,22,67,52,126,3,10,42,67,35,42,10,25,0,2,45,67,12,31,17,28,4,7,10,10,29,59,74,126
14,2019-499-mb53-sf62,/en/scores/2019/499/QS005/match-stats?isLive=False,01:26:35,86,6,2,34,63,23,34,14,29,6,9,37,63,4,30,15,29,1,5,9,10,19,59,56,122,7,4,30,59,26,30,14,29,4,5,40,59,11,34,15,29,3,9,10,9,26,63,66,122
14,2019-499-p09z-kc86,/en/scores/2019/499/QS006/match-stats?isLive=False,01:19:15,79,3,7,33,68,26,33,10,35,9,13,36,68,8,37,13,26,3,5,10,11,21,63,57,131,7,3,37,63,29,37,13,26,2,5,42,63,7,33,25,35,4,13,11,10,32,68,74,131
14,2019-499-wb08-a853,/en/scores/2019/499/QS007/match-stats?isLive=False,01:21:26,81,7,5,30,53,23,30,13,23,0,2,36,53,12,31,12,26,4,6,10,10,24,57,60,110,8,2,31,57,19,31,14,26,2,6,33,57,7,30,10,23,2,2,10,10,17,53,50,110
14,2019-499-mb53-a622,/en/scores/2019/499/QS010/match-stats?isLive=False,02:11:50,131,2,4,62,97,42,62,20,35,4,6,62,97,11,46,15,37,3,6,16,16,26,83,88,180,4,2,46,83,35,46,22,37,3,6,57,83,20,62,15,35,2,6,16,16,35,97,92,180
14,2019-499-p09z-b0g6,/en/scores/2019/499/QS012/match-stats?isLive=False,01:09:12,69,7,2,28,45,26,28,10,17,0,0,36,45,12,36,21,36,3,10,9,10,33,72,69,117,1,4,36,72,24,36,15,36,7,10,39,72,2,28,7,17,0,0,10,9,9,45,48,117
14,2019-499-a853-rb56,/en/scores/2019/499/QS015/match-stats?isLive=False,02:29:12,149,5,7,68,113,49,68,19,45,11,14,68,113,19,60,26,47,4,13,14,15,45,107,113,220,21,9,60,107,41,60,21,47,9,13,62,107,19,68,26,45,3,14,15,14,45,113,107,220
14,2019-499-bi81-wb08,/en/scores/2019/499/QS014/match-stats?isLive=False,00:41:28,41,1,2,29,44,10,29,7,15,4,9,17,44,3,23,2,11,0,0,7,7,5,34,22,78,9,1,23,34,20,23,9,11,0,0,29,34,19,29,8,15,5,9,7,7,27,44,56,78
14,2019-499-sf62-u134,/en/scores/2019/499/QS011/match-stats?isLive=False,01:10:55,70,9,1,40,58,28,40,11,18,5,6,39,58,9,28,16,31,4,11,9,9,25,59,64,117,2,4,28,59,19,28,15,31,7,11,34,59,12,40,7,18,1,6,9,9,19,58,53,117
14,2019-499-ke73-e687,/en/scores/2019/499/QS009/match-stats?isLive=False,01:49:57,109,5,4,58,84,38,58,13,26,1,4,51,84,12,51,15,32,2,5,14,14,27,83,78,167,1,2,51,83,39,51,17,32,3,5,56,83,20,58,13,26,3,4,14,14,33,84,89,167
14,2019-499-sj55-kc86,/en/scores/2019/499/QS013/match-stats?isLive=False,01:28:43,88,2,3,37,69,27,37,14,32,4,7,41,69,13,47,6,21,2,5,11,11,19,68,60,137,2,1,47,68,34,47,15,21,3,5,49,68,10,37,18,32,3,7,11,11,28,69,77,137
