2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 16,4,7,b'Dusan Lajovic',l987,dusan-lajovic,b'Ricardas Berankis',be90,ricardas-berankis,,Q,76(4) 06 75,2,1,14,17,1,0,2019-451-l987-be90,/en/scores/2019/451/MS012/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 16,4,8,b'Stan Wawrinka',w367,stan-wawrinka,b'Nicolas Jarry',j551,nicolas-jarry,,,64 76(3),2,0,13,10,1,0,2019-451-w367-j551,/en/scores/2019/451/MS010/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,1,b'Novak Djokovic',d643,novak-djokovic,b'Damir Dzumhur',d923,damir-dzumhur,1,,61 62,2,0,12,3,0,0,2019-451-d643-d923,/en/scores/2019/451/MS016/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,2,b'Pierre-Hugues Herbert',h996,pierre-hugues-herbert,b'Dominic Thiem',tb69,dominic-thiem,,2,63 75,2,0,13,8,0,0,2019-451-h996-tb69,/en/scores/2019/451/MS031/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,3,b'Stan Wawrinka',w367,stan-wawrinka,b'Karen Khachanov',ke29,karen-khachanov,,3,76(7) 64,2,0,13,10,1,0,2019-451-w367-ke29,/en/scores/2019/451/MS020/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,4,b'Marco Cecchinato',cf01,marco-cecchinato,b'Sergiy Stakhovsky',sc77,sergiy-stakhovsky,4,Q,64 62,2,0,12,6,0,0,2019-451-cf01-sc77,/en/scores/2019/451/MS027/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,5,b'Nikoloz Basilashvili',bg23,nikoloz-basilashvili,b'Albert Ramos-Vinolas',r772,albert-ramos-vinolas,5,,61 16 61,2,1,13,8,0,0,2019-451-bg23-r772,/en/scores/2019/451/MS019/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,6,b'Ricardas Berankis',be90,ricardas-berankis,b'David Goffin',gb88,david-goffin,Q,6,36 64 76(4),2,1,16,16,1,0,2019-451-be90-gb88,/en/scores/2019/451/MS024/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,7,b'Roberto Bautista Agut',bd06,roberto-bautista-agut,b'Matteo Berrettini',bk40,matteo-berrettini,7,,61 64,2,0,12,5,0,0,2019-451-bd06-bk40,/en/scores/2019/451/MS023/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,8,b'Fernando Verdasco',v306,fernando-verdasco,b'Paolo Lorenzi',l503,paolo-lorenzi,8,L,63 64,2,0,12,7,0,0,2019-451-v306-l503,/en/scores/2019/451/MS028/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,9,b'Tomas Berdych',ba47,tomas-berdych,b'Philipp Kohlschreiber',k435,philipp-kohlschreiber,W,,64 76(5),2,0,13,10,1,0,2019-451-ba47-k435,/en/scores/2019/451/MS029/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,10,b'Marton Fucsovics',f724,marton-fucsovics,b'Marius Copil',ca99,marius-copil,,,63 62,2,0,12,5,0,0,2019-451-f724-ca99,/en/scores/2019/451/MS017/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,11,b'Guillermo Garcia-Lopez',g476,guillermo-garcia-lopez,b'Mubarak Shannan Zayid',ac39,mubarak-shannan-zayid,Q,W,61 63,2,0,12,4,0,0,2019-451-g476-ac39,/en/scores/2019/451/MS022/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,12,b'Nicolas Jarry',j551,nicolas-jarry,b'Robin Haase',h756,robin-haase,,,67(7) 64 76(4),2,1,19,17,1,1,2019-451-j551-h756,/en/scores/2019/451/MS021/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,13,b'Dusan Lajovic',l987,dusan-lajovic,b'Adrian Mannarino',me82,adrian-mannarino,,,63 76(5),2,0,13,9,1,0,2019-451-l987-me82,/en/scores/2019/451/MS025/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,14,b'Maximilian Marterer',mn13,maximilian-marterer,b'Peter Gojowczyk',g967,peter-gojowczyk,Q,,61 64,2,0,12,5,0,0,2019-451-mn13-g967,/en/scores/2019/451/MS030/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,15,b'Guido Pella',pc11,guido-pella,b'Cem Ilkel',i306,cem-ilkel,,W,76(1) 63,2,0,13,9,1,0,2019-451-pc11-i306,/en/scores/2019/451/MS026/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,Round of 32,5,16,b'Andrey Rublev',re44,andrey-rublev,b'Andreas Seppi',sa93,andreas-seppi,,,75 61,2,0,13,6,0,0,2019-451-re44-sa93,/en/scores/2019/451/MS018/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,2nd Round Qualifying,6,1,b'Maximilian Marterer',mn13,maximilian-marterer,b'Marco Trungelliti',ta29,marco-trungelliti,1,7,46 64 75,2,1,17,15,0,0,2019-451-mn13-ta29,/en/scores/2019/451/QS004/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,2nd Round Qualifying,6,2,b'Sergiy Stakhovsky',sc77,sergiy-stakhovsky,b'Mirza Basic',be67,mirza-basic,,2,36 62 63,2,1,15,11,0,0,2019-451-sc77-be67,/en/scores/2019/451/QS005/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,2nd Round Qualifying,6,3,b'Guillermo Garcia-Lopez',g476,guillermo-garcia-lopez,b'Marcos Baghdatis',b837,marcos-baghdatis,3,8,46 62 64,2,1,16,12,0,0,2019-451-g476-b837,/en/scores/2019/451/QS006/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,2nd Round Qualifying,6,4,b'Ricardas Berankis',be90,ricardas-berankis,b'Paolo Lorenzi',l503,paolo-lorenzi,6,4,64 76(4),2,0,13,10,1,0,2019-451-be90-l503,/en/scores/2019/451/QS007/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,1,b'Maximilian Marterer',mn13,maximilian-marterer,b'Andrea Arnaboldi',a622,andrea-arnaboldi,1,,36 62 63,2,1,15,11,0,0,2019-451-mn13-a622,/en/scores/2019/451/QS008/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,2,b'Mirza Basic',be67,mirza-basic,b'Matthias Bachinger',bc65,matthias-bachinger,2,,63 63,2,0,12,6,0,0,2019-451-be67-bc65,/en/scores/2019/451/QS010/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,3,b'Guillermo Garcia-Lopez',g476,guillermo-garcia-lopez,b'James Ward',w503,james-ward,3,,76(6) 62,2,0,13,8,1,0,2019-451-g476-w503,/en/scores/2019/451/QS012/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,4,b'Paolo Lorenzi',l503,paolo-lorenzi,b'Jabor Al-Mutawa',ac23,jabor-al-mutawa,4,W,61 60,2,0,12,1,0,0,2019-451-l503-ac23,/en/scores/2019/451/QS014/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,5,b'Ricardas Berankis',be90,ricardas-berankis,b'Dennis Novak',db59,dennis-novak,6,,64 63,2,0,12,7,0,0,2019-451-be90-db59,/en/scores/2019/451/QS015/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,6,b'Marco Trungelliti',ta29,marco-trungelliti,b'Mousa Shanan Zayed',z367,mousa-shanan-zayed,7,W,60 61,2,0,12,1,0,0,2019-451-ta29-z367,/en/scores/2019/451/QS009/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,7,b'Marcos Baghdatis',b837,marcos-baghdatis,b'Lukas Rosol',r685,lukas-rosol,8,,60 76(3),2,0,13,6,1,0,2019-451-b837-r685,/en/scores/2019/451/QS013/match-stats?isLive=False
2019-451,1,doha,/en/scores/archive/doha/451/2019/results,1st Round Qualifying,7,8,b'Sergiy Stakhovsky',sc77,sergiy-stakhovsky,b'Gian Marco Moroni',mp83,gian-marco-moroni,,,76(5) 75,2,0,14,11,1,0,2019-451-sc77-mp83,/en/scores/2019/451/QS011/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Final,1,1,b'Kei Nishikori',n552,kei-nishikori,b'Daniil Medvedev',mm58,daniil-medvedev,2,4,64 36 62,2,1,15,12,0,0,2019-339-n552-mm58,/en/scores/2019/339/MS001/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Semifinals,2,1,b'Kei Nishikori',n552,kei-nishikori,b'Jeremy Chardy',ca12,jeremy-chardy,2,,62 62,2,0,12,4,0,0,2019-339-n552-ca12,/en/scores/2019/339/MS003/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Semifinals,2,2,b'Daniil Medvedev',mm58,daniil-medvedev,b'Jo-Wilfried Tsonga',t786,jo-wilfried-tsonga,4,,76(6) 62,2,0,13,8,1,0,2019-339-mm58-t786,/en/scores/2019/339/MS002/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Quarterfinals,3,1,b'Kei Nishikori',n552,kei-nishikori,b'Grigor Dimitrov',d875,grigor-dimitrov,2,6,75 75,2,0,14,10,0,0,2019-339-n552-d875,/en/scores/2019/339/MS007/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Quarterfinals,3,2,b'Daniil Medvedev',mm58,daniil-medvedev,b'Milos Raonic',r975,milos-raonic,4,5,67(2) 63 64,2,1,18,14,0,1,2019-339-mm58-r975,/en/scores/2019/339/MS005/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Quarterfinals,3,3,b'Jo-Wilfried Tsonga',t786,jo-wilfried-tsonga,b'Alex de Minaur',dh58,alex-de-minaur,,7,64 76(2),2,0,13,10,1,0,2019-339-t786-dh58,/en/scores/2019/339/MS004/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Quarterfinals,3,4,b'Jeremy Chardy',ca12,jeremy-chardy,b'Yasutaka Uchiyama',u134,yasutaka-uchiyama,,Q,64 36 76(4),2,1,16,16,1,0,2019-339-ca12-u134,/en/scores/2019/339/MS006/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,1,b'Kei Nishikori',n552,kei-nishikori,b'Denis Kudla',kb09,denis-kudla,2,,75 62,2,0,13,7,0,0,2019-339-n552-kb09,/en/scores/2019/339/MS015/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,2,b'Yasutaka Uchiyama',u134,yasutaka-uchiyama,b'Kyle Edmund',e831,kyle-edmund,Q,3,76(6) 64,2,0,13,10,1,0,2019-339-u134-e831,/en/scores/2019/339/MS013/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,3,b'Milos Raonic',r975,milos-raonic,b'Miomir Kecmanovic',ki95,miomir-kecmanovic,5,Q,63 76(2),2,0,13,9,1,0,2019-339-r975-ki95,/en/scores/2019/339/MS011/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,4,b'Grigor Dimitrov',d875,grigor-dimitrov,b'John Millman',mh30,john-millman,6,,63 64,2,0,12,7,0,0,2019-339-d875-mh30,/en/scores/2019/339/MS014/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,5,b'Alex de Minaur',dh58,alex-de-minaur,b'Jordan Thompson',tc61,jordan-thompson,7,,64 62,2,0,12,6,0,0,2019-339-dh58-tc61,/en/scores/2019/339/MS009/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,6,b'Jeremy Chardy',ca12,jeremy-chardy,b'Nick Kyrgios',ke17,nick-kyrgios,,8,67(5) 62 63,2,1,18,12,0,1,2019-339-ca12-ke17,/en/scores/2019/339/MS012/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 16,4,7,b'Jo-Wilfried Tsonga',t786,jo-wilfried-tsonga,b'Taro Daniel',da81,taro-daniel,,L,76(5) 63,2,0,13,9,1,0,2019-339-t786-da81,/en/scores/2019/339/MS008/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,1,b'Milos Raonic',r975,milos-raonic,b'Aljaz Bedene',bh09,aljaz-bedene,5,,60 63,2,0,12,3,0,0,2019-339-r975-bh09,/en/scores/2019/339/MS023/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,2,b'Grigor Dimitrov',d875,grigor-dimitrov,b'Yoshihito Nishioka',n732,yoshihito-nishioka,6,,63 64,2,0,12,7,0,0,2019-339-d875-n732,/en/scores/2019/339/MS028/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,3,b'Alex de Minaur',dh58,alex-de-minaur,b'Alexei Popyrin',p09z,alexei-popyrin,7,W,62 62,2,0,12,4,0,0,2019-339-dh58-p09z,/en/scores/2019/339/MS019/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,4,b'Nick Kyrgios',ke17,nick-kyrgios,b'Ryan Harrison',h940,ryan-harrison,8,,76(5) 57 76(5),2,1,19,19,2,0,2019-339-ke17-h940,/en/scores/2019/339/MS024/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,5,b'Jeremy Chardy',ca12,jeremy-chardy,b'Jan-Lennard Struff',sl28,jan-lennard-struff,,,46 63 64,2,1,16,13,0,0,2019-339-ca12-sl28,/en/scores/2019/339/MS025/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,6,b'Miomir Kecmanovic',ki95,miomir-kecmanovic,b'Leonardo Mayer',md56,leonardo-mayer,Q,,63 61,2,0,12,4,0,0,2019-339-ki95-md56,/en/scores/2019/339/MS022/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,7,b'Denis Kudla',kb09,denis-kudla,b'Taylor Fritz',fb98,taylor-fritz,,,76(5) 67(2) 64,2,1,19,17,1,1,2019-339-kb09-fb98,/en/scores/2019/339/MS030/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,8,b'John Millman',mh30,john-millman,b'Tennys Sandgren',sl08,tennys-sandgren,,,76(6) 67(6) 60,2,1,19,13,1,1,2019-339-mh30-sl08,/en/scores/2019/339/MS029/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,9,b'Andy Murray',mc10,andy-murray,b'James Duckworth',d994,james-duckworth,,W,63 64,2,0,12,7,0,0,2019-339-mc10-d994,/en/scores/2019/339/MS021/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,10,b'Jordan Thompson',tc61,jordan-thompson,b'Alex Bolt',bi81,alex-bolt,,W,63 60,2,0,12,3,0,0,2019-339-tc61-bi81,/en/scores/2019/339/MS018/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,11,b'Jo-Wilfried Tsonga',t786,jo-wilfried-tsonga,b'Thanasi Kokkinakis',kd46,thanasi-kokkinakis,,Q,76(6) 64,2,0,13,10,1,0,2019-339-t786-kd46,/en/scores/2019/339/MS017/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,Round of 32,5,12,b'Yasutaka Uchiyama',u134,yasutaka-uchiyama,b'Ugo Humbert',hh26,ugo-humbert,Q,Q,64 76(6),2,0,13,10,1,0,2019-339-u134-hh26,/en/scores/2019/339/MS026/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,2nd Round Qualifying,6,1,b'Miomir Kecmanovic',ki95,miomir-kecmanovic,b'Taro Daniel',da81,taro-daniel,7,2,75 67(9) 63,2,1,19,15,0,1,2019-339-ki95-da81,/en/scores/2019/339/QS005/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,2nd Round Qualifying,6,2,b'Thanasi Kokkinakis',kd46,thanasi-kokkinakis,b'Christian Garin',gd64,christian-garin,,3,62 64,2,0,12,6,0,0,2019-339-kd46-gd64,/en/scores/2019/339/QS006/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,2nd Round Qualifying,6,3,b'Ugo Humbert',hh26,ugo-humbert,b'Christopher Eubanks',e865,christopher-eubanks,5,,62 63,2,0,12,5,0,0,2019-339-hh26-e865,/en/scores/2019/339/QS004/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,2nd Round Qualifying,6,4,b'Yasutaka Uchiyama',u134,yasutaka-uchiyama,b'Marc Polmans',pg94,marc-polmans,,,62 62,2,0,12,4,0,0,2019-339-u134-pg94,/en/scores/2019/339/QS007/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,1,b'Christopher Eubanks',e865,christopher-eubanks,b'Bradley Klahn',ka98,bradley-klahn,,1,36 64 76(6),2,1,16,16,1,0,2019-339-e865-ka98,/en/scores/2019/339/QS008/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,2,b'Taro Daniel',da81,taro-daniel,b'John-Patrick Smith',sj55,john-patrick-smith,2,,36 64 64,2,1,15,14,0,0,2019-339-da81-sj55,/en/scores/2019/339/QS010/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,3,b'Christian Garin',gd64,christian-garin,"b""Christopher O'Connell""",o483,christopher-o'connell,3,W,64 64,2,0,12,8,0,0,2019-339-gd64-o483,/en/scores/2019/339/QS012/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,4,b'Marc Polmans',pg94,marc-polmans,b'Reilly Opelka',o522,reilly-opelka,,4,63 67(1) 76(3),2,1,19,16,1,1,2019-339-pg94-o522,/en/scores/2019/339/QS014/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,5,b'Ugo Humbert',hh26,ugo-humbert,b'Blake Ellis',ea27,blake-ellis,5,W,64 63,2,0,12,7,0,0,2019-339-hh26-ea27,/en/scores/2019/339/QS009/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,6,b'Thanasi Kokkinakis',kd46,thanasi-kokkinakis,b'Peter Polansky',pb22,peter-polansky,,6,63 64,2,0,12,7,0,0,2019-339-kd46-pb22,/en/scores/2019/339/QS013/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,7,b'Miomir Kecmanovic',ki95,miomir-kecmanovic,b'Maverick Banes',bh87,maverick-banes,7,,62 60,2,0,12,2,0,0,2019-339-ki95-bh87,/en/scores/2019/339/QS011/match-stats?isLive=False
2019-339,2,brisbane,/en/scores/archive/brisbane/339/2019/results,1st Round Qualifying,7,8,b'Yasutaka Uchiyama',u134,yasutaka-uchiyama,b'Bjorn Fratangelo',f811,bjorn-fratangelo,,8,76(5) 64,2,0,13,10,1,0,2019-339-u134-f811,/en/scores/2019/339/QS015/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Final,1,1,b'Kevin Anderson',a678,kevin-anderson,b'Ivo Karlovic',k336,ivo-karlovic,1,,76(4) 67(2) 76(5),2,1,20,19,2,1,2019-891-a678-k336,/en/scores/2019/891/MS001/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Semifinals,2,1,b'Kevin Anderson',a678,kevin-anderson,b'Gilles Simon',sd32,gilles-simon,1,3,63 76(3),2,0,13,9,1,0,2019-891-a678-sd32,/en/scores/2019/891/MS002/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Semifinals,2,2,b'Ivo Karlovic',k336,ivo-karlovic,b'Steve Darcis',d632,steve-darcis,,,76(3) 46 63,2,1,17,15,1,0,2019-891-k336-d632,/en/scores/2019/891/MS003/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Quarterfinals,3,1,b'Kevin Anderson',a678,kevin-anderson,b'Jaume Munar',mu94,jaume-munar,1,7,63 63,2,0,12,6,0,0,2019-891-a678-mu94,/en/scores/2019/891/MS004/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Quarterfinals,3,2,b'Gilles Simon',sd32,gilles-simon,b'Benoit Paire',pd31,benoit-paire,3,5,36 76(4) 64,2,1,16,16,1,0,2019-891-sd32-pd31,/en/scores/2019/891/MS005/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Quarterfinals,3,3,b'Steve Darcis',d632,steve-darcis,b'Malek Jaziri',j267,malek-jaziri,,4,75 62,2,0,13,7,0,0,2019-891-d632-j267,/en/scores/2019/891/MS006/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Quarterfinals,3,4,b'Ivo Karlovic',k336,ivo-karlovic,b'Ernests Gulbis',g858,ernests-gulbis,,,76(5) 76(5),2,0,14,12,2,0,2019-891-k336-g858,/en/scores/2019/891/MS007/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Round of 16,4,1,b'Kevin Anderson',a678,kevin-anderson,b'Laslo Djere',db63,laslo-djere,1,,76(3) 76(6),2,0,14,12,2,0,2019-891-a678-db63,/en/scores/2019/891/MS008/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Round of 16,4,2,b'Ernests Gulbis',g858,ernests-gulbis,b'Hyeon Chung',ch27,hyeon-chung,,2,76(2) 62,2,0,13,8,1,0,2019-891-g858-ch27,/en/scores/2019/891/MS015/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Round of 16,4,3,b'Gilles Simon',sd32,gilles-simon,b'Ilya Ivashka',i305,ilya-ivashka,3,,67(3) 62 61,2,1,18,10,0,1,2019-891-sd32-i305,/en/scores/2019/891/MS010/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Round of 16,4,4,b'Malek Jaziri',j267,malek-jaziri,b'Ramkumar Ramanathan',rb56,ramkumar-ramanathan,4,W,67(6) 76(5) 63,2,1,19,16,1,1,2019-891-j267-rb56,/en/scores/2019/891/MS013/match-stats?isLive=False
2019-891,3,pune,/en/scores/archive/pune/891/2019/results,Round of 16,4,5,b'Benoit Paire',pd31,benoit-paire,b'Jiri Vesely',v708,jiri-vesely,5,,64 62,2,0,12,6,0,0,2019-891-pd31-v708,/en/scores/2019/891/MS011/match-stats?isLive=False
