2017,1,b'Brisbane',339,brisbane,"b'Brisbane, Australia'",2017.01.01,1,1,28,28,Outdoor,Hard,"b'$495,630'",/en/scores/archive/brisbane/339/2017/results,Grigor Dimitrov,/en/players/grigor-dimitrov/d875/overview,grigor-dimitrov,d875,Thanasi Kokkinakis,/en/players/thanasi-kokkinakis/kd46/overview,thanasi-kokkinakis,kd46,Jordan Thompson,/en/players/jordan-thompson/tc61/overview,jordan-thompson,tc61,2017-339
2017,2,b'Doha',451,doha,"b'Doha, Qatar'",2017.01.02,1,2,32,32,Outdoor,Hard,"b'$1,334,270'",/en/scores/archive/doha/451/2017/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Fabrice Martin,/en/players/fabrice-martin/me04/overview,fabrice-martin,me04,2017-451
2017,3,b'Chennai',891,chennai,"b'Chennai, India'",2017.01.02,1,2,28,28,Outdoor,Hard,"b'$505,730'",/en/scores/archive/chennai/891/2017/results,Roberto Bautista Agut,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Jeevan Nedunchezhiyan,/en/players/jeevan-nedunchezhiyan/n480/overview,jeevan-nedunchezhiyan,n480,2017-891
2017,4,b'Sydney',338,sydney,"b'Sydney, Australia'",2017.01.08,1,8,28,28,Outdoor,Hard,"b'$495,630'",/en/scores/archive/sydney/338/2017/results,Gilles Muller,/en/players/gilles-muller/ma30/overview,gilles-muller,ma30,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,Matwe Middelkoop,/en/players/matwe-middelkoop/mb88/overview,matwe-middelkoop,mb88,2017-338
2017,5,b'Auckland',301,auckland,"b'Auckland, New Zealand'",2017.01.09,1,9,28,28,Outdoor,Hard,"b'$508,360'",/en/scores/archive/auckland/301/2017/results,Jack Sock,/en/players/jack-sock/sm25/overview,jack-sock,sm25,Marcin Matkowski,/en/players/marcin-matkowski/m844/overview,marcin-matkowski,m844,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019,2017-301
2017,6,b'Australian Open',580,australian-open,"b'Melbourne, Australia'",2017.01.16,1,16,128,128,Outdoor,Hard,"b'A$22,624,000'",/en/scores/archive/australian-open/580/2017/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,John Peers,/en/players/john-peers/pc96/overview,john-peers,pc96,2017-580
2017,7,b'Montpellier',375,montpellier,"b'Montpellier, France'",2017.02.06,2,6,28,28,Indoor,Hard,"b'\xe2\x82\xac540,310'",/en/scores/archive/montpellier/375/2017/results,Alexander Zverev,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355,Mischa Zverev,/en/players/mischa-zverev/z168/overview,mischa-zverev,z168,Alexander Zverev,/en/players/alexander-zverev/z355/overview,alexander-zverev,z355,2017-375
2017,8,b'Quito',7161,quito,"b'Quito, Ecuador'",2017.02.06,2,6,28,28,Outdoor,Clay,"b'$540,310'",/en/scores/archive/quito/7161/2017/results,Victor Estrella Burgos,/en/players/victor-estrella-burgos/e224/overview,victor-estrella-burgos,e224,Jamie Cerretani,/en/players/jamie-cerretani/c922/overview,jamie-cerretani,c922,Philipp Oswald,/en/players/philipp-oswald/o305/overview,philipp-oswald,o305,2017-7161
2017,9,b'Sofia',7434,sofia,"b'Sofia, Bulgaria'",2017.02.06,2,6,28,28,Indoor,Hard,"b'\xe2\x82\xac540,310'",/en/scores/archive/sofia/7434/2017/results,Grigor Dimitrov,/en/players/grigor-dimitrov/d875/overview,grigor-dimitrov,d875,Viktor Troicki,/en/players/viktor-troicki/t840/overview,viktor-troicki,t840,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072,2017-7434
2017,10,b'Rotterdam',407,rotterdam,"b'Rotterdam, Netherlands'",2017.02.13,2,13,32,32,Indoor,Hard,"b'\xe2\x82\xac1,854,365'",/en/scores/archive/rotterdam/407/2017/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,2017-407
2017,11,b'Memphis',424,memphis,"b'Memphis, United States'",2017.02.13,2,13,28,28,Indoor,Hard,"b'$720,410'",/en/scores/archive/memphis/424/2017/results,Ryan Harrison,/en/players/ryan-harrison/h940/overview,ryan-harrison,h940,Brian Baker,/en/players/brian-baker/ba23/overview,brian-baker,ba23,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,2017-424
2017,12,b'Buenos Aires',506,buenos-aires,"b'Buenos Aires, Argentina'",2017.02.13,2,13,28,28,Outdoor,Clay,"b'$624,340'",/en/scores/archive/buenos-aires/506/2017/results,Alexandr Dolgopolov,/en/players/alexandr-dolgopolov/d801/overview,alexandr-dolgopolov,d801,Juan Sebastian Cabal,/en/players/juan-sebastian-cabal/c834/overview,juan-sebastian-cabal,c834,Robert Farah,/en/players/robert-farah/f525/overview,robert-farah,f525,2017-506
2017,13,b'Rio de Janeiro',6932,rio-de-janeiro,"b'Rio de Janeiro, Brazil'",2017.02.20,2,20,32,32,Outdoor,Clay,"b'$1,603,940'",/en/scores/archive/rio-de-janeiro/6932/2017/results,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,dominic-thiem,tb69,Pablo Cuevas,/en/players/pablo-cuevas/c882/overview,pablo-cuevas,c882,Pablo Carreno Busta,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,cd85,2017-6932
2017,14,b'Marseille',496,marseille,"b'Marseille, France'",2017.02.20,2,20,28,28,Indoor,Hard,"b'\xe2\x82\xac691,850'",/en/scores/archive/marseille/496/2017/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Julien Benneteau,/en/players/julien-benneteau/b747/overview,julien-benneteau,b747,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873,2017-496
2017,15,b'Delray Beach',499,delray-beach,"b'Delray Beach, United States'",2017.02.20,2,20,32,32,Outdoor,Hard,"b'$599,345'",/en/scores/archive/delray-beach/499/2017/results,Jack Sock,/en/players/jack-sock/sm25/overview,jack-sock,sm25,Raven Klaasen,/en/players/raven-klaasen/k609/overview,raven-klaasen,k609,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548,2017-499
