2019,03,11,1,10955,Novak Djokovic,31,,
2019,03,11,2,8365,Rafael Nadal,32,,
2019,03,11,3,6595,Alexander Zverev,21,,
2019,03,11,4,4600,Roger Federer,37,,
2019,03,11,5,4585,Juan Martin del Potro,30,,
2019,03,11,6,4295,Kevin Anderson,32,,
2019,03,11,7,4190,Kei Nishikori,29,,
2019,03,11,8,3800,Dominic Thiem,25,,
2019,03,11,9,3405,John Isner,33,,
2019,03,11,10,3175,Stefanos Tsitsipas,20,,
2019,03,11,11,3095,Marin Cilic,30,,
2019,03,11,12,2695,Borna Coric,22,,
2019,03,11,13,2675,Karen Khachanov,22,,
2019,03,11,14,2275,Milos Raonic,28,,
2019,03,11,15,2230,Daniil Medvedev,23,,
2019,03,11,16,2091,Marco Cecchinato,26,,
2019,03,11,17,1885,Fabio Fognini,31,,
2019,03,11,18,1865,Nikoloz Basilashvili,27,,
2019,03,11,19,1740,Gael Monfils,32,,
2019,03,11,20,1705,Pablo Carreno Busta,27,,
2019,03,11,21,1650,David Goffin,28,,
2019,03,11,22,1545,Roberto Bautista Agut,30,,
2019,03,11,23,1520,Kyle Edmund,24,,
2019,03,11,24,1508,Alex de Minaur,20,,
2019,03,11,25,1485,Denis Shapovalov,19,,
2019,03,11,26,1485,Diego Schwartzman,26,,
2019,03,11,27,1340,Richard Gasquet,32,,
2019,03,11,28,1310,Grigor Dimitrov,27,,
2019,03,11,29,1305,Gilles Simon,34,,
2019,03,11,30,1265,Lucas Pouille,25,,
2019,03,11,31,1220,Marton Fucsovics,27,,
2019,03,11,32,1211,Laslo Djere,23,,
2019,03,11,33,1205,Nick Kyrgios,23,,
2019,03,11,34,1205,Guido Pella,28,,
2019,03,11,35,1200,Frances Tiafoe,21,,
2019,03,11,36,1200,Fernando Verdasco,35,,
2019,03,11,37,1180,Jeremy Chardy,32,,
2019,03,11,38,1170,Steve Johnson,29,,
2019,03,11,39,1160,Philipp Kohlschreiber,35,,
2019,03,11,40,1130,Stan Wawrinka,33,,
2019,03,11,41,1107,Joao Sousa,29,,
2019,03,11,42,1091,John Millman,29,,
2019,03,11,43,1075,Mikhail Kukushkin,31,,
2019,03,11,44,1039,Pierre-Hugues Herbert,27,,
2019,03,11,45,1010,Dusan Lajovic,28,,
2019,03,11,46,970,Taylor Fritz,21,,
2019,03,11,47,960,Andreas Seppi,35,,
2019,03,11,48,957,Cameron Norrie,23,,
2019,03,11,49,956,Matthew Ebden,31,,
2019,03,11,50,941,Martin Klizan,29,,
2019,03,11,51,925,Sam Querrey,31,,
2019,03,11,52,920,Adrian Mannarino,30,,
2019,03,11,53,920,Radu Albot,29,,
2019,03,11,54,915,Damir Dzumhur,26,,
2019,03,11,55,910,Jan-Lennard Struff,28,,
2019,03,11,56,895,Leonardo Mayer,31,,
2019,03,11,57,895,Matteo Berrettini,22,,
2019,03,11,58,872,Felix Auger-Aliassime,18,,
2019,03,11,59,858,Reilly Opelka,21,,
2019,03,11,60,847,Malek Jaziri,35,,
2019,03,11,61,842,Jaume Munar,21,,
2019,03,11,62,833,Mackenzie McDonald,23,,
2019,03,11,63,820,Hyeon Chung,22,,
