2018-451,2,doha,/en/scores/archive/doha/451/2018/results,Round of 32,5,15,b'Stefano Travaglia',ta12,stefano-travaglia,b'Jabor Al-Mutawa',ac23,jabor-al-mutawa,Q,WC,61 62,2,0,12,3,0,0,2018-451-ta12-ac23,/en/scores/2018/451/MS026/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,Round of 32,5,16,b'Stefanos Tsitsipas',te51,stefanos-tsitsipas,b'Florian Mayer',mb02,florian-mayer,Q,,46 75 64,2,1,17,15,0,0,2018-451-te51-mb02,/en/scores/2018/451/MS018/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,2nd Round Qualifying,6,1,b'Mirza Basic',be67,mirza-basic,b'Andreas Seppi',sa93,andreas-seppi,8,1,76(3) 67(5) 76(5),2,1,20,19,2,1,2018-451-be67-sa93,/en/scores/2018/451/QS004/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,2nd Round Qualifying,6,2,b'Matteo Berrettini',bk40,matteo-berrettini,b'Maximilian Marterer',mn13,maximilian-marterer,7,2,75 76(4),2,0,14,11,1,0,2018-451-bk40-mn13,/en/scores/2018/451/QS005/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,2nd Round Qualifying,6,3,b'Stefanos Tsitsipas',te51,stefanos-tsitsipas,b'Elias Ymer',y218,elias-ymer,3,,76(3) 76(2),2,0,14,12,2,0,2018-451-te51-y218,/en/scores/2018/451/QS006/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,2nd Round Qualifying,6,4,b'Stefano Travaglia',ta12,stefano-travaglia,b'Aldin Setkic',sf41,aldin-setkic,6,,62 75,2,0,13,7,0,0,2018-451-ta12-sf41,/en/scores/2018/451/QS007/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,1,b'Andreas Seppi',sa93,andreas-seppi,b'Calvin Hemery',hb48,calvin-hemery-,1,,64 63,2,0,12,7,0,0,2018-451-sa93-hb48,/en/scores/2018/451/QS008/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,2,b'Maximilian Marterer',mn13,maximilian-marterer,b'Mousa Shanan Zayed',z367,mousa-shanan-zayed,2,WC,61 61,2,0,12,2,0,0,2018-451-mn13-z367,/en/scores/2018/451/QS010/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,3,b'Stefanos Tsitsipas',te51,stefanos-tsitsipas,b'Mubarak Shannan Zayid',ac39,mubarak-shannan-zayid,3,WC,63 64,2,0,12,7,0,0,2018-451-te51-ac39,/en/scores/2018/451/QS012/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,4,b'Aldin Setkic',sf41,aldin-setkic,b'Dustin Brown',ba65,dustin-brown,,4,63 62,2,0,12,5,0,0,2018-451-sf41-ba65,/en/scores/2018/451/QS014/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,5,b'Elias Ymer',y218,elias-ymer,b'Pedro Sousa',s483,pedro-sousa,,5,42 (RET),1,0,4,2,0,0,2018-451-y218-s483,/en/scores/2018/451/QS013/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,6,b'Stefano Travaglia',ta12,stefano-travaglia,b'Vaclav Safranek',sn77,vaclav-safranek,6,,76(6) 76(4),2,0,14,12,2,0,2018-451-ta12-sn77,/en/scores/2018/451/QS015/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,7,b'Matteo Berrettini',bk40,matteo-berrettini,b'Liam Broady',bi23,liam-broady,7,,64 75,2,0,13,9,0,0,2018-451-bk40-bi23,/en/scores/2018/451/QS011/match-stats?isLive=False
2018-451,2,doha,/en/scores/archive/doha/451/2018/results,1st Round Qualifying,7,8,b'Mirza Basic',be67,mirza-basic,b'Alexey Vatutin',v717,alexey-vatutin,8,,63 64,2,0,12,7,0,0,2018-451-be67-v717,/en/scores/2018/451/QS009/match-stats?isLive=False
