2019,1,b'Qatar ExxonMobil Open',451,doha,"b'Doha, Qatar'",2018.12.31,12,31,32,32,Outdoor,Hard,"b'$1,416,205'",/en/scores/archive/doha/451/2019/results,Roberto Bautista Agut,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,bd06,David Goffin,/en/players/david-goffin/gb88/overview,david-goffin,gb88,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,2019-451
2019,2,b'Brisbane International',339,brisbane,"b'Brisbane, Australia'",2018.12.31,12,31,28,28,Outdoor,Hard,"b'$589,680'",/en/scores/archive/brisbane/339/2019/results,Kei Nishikori,/en/players/kei-nishikori/n552/overview,kei-nishikori,n552,Marcus Daniell,/en/players/marcus-daniell/d763/overview,marcus-daniell,d763,Wesley Koolhof,/en/players/wesley-koolhof/kc41/overview,wesley-koolhof,kc41,2019-339
2019,3,b'Tata Open Maharashtra',891,pune,"b'Pune, India'",2018.12.31,12,31,28,28,Outdoor,Hard,"b'$589,680'",/en/scores/archive/pune/891/2019/results,Kevin Anderson,/en/players/kevin-anderson/a678/overview,kevin-anderson,a678,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Divij Sharan,/en/players/divij-sharan/sd46/overview,divij-sharan,sd46,2019-891
2019,4,b'Sydney International',338,sydney,"b'Sydney, Australia'",2019.01.06,1,6,28,28,Outdoor,Hard,"b'$589,680'",/en/scores/archive/sydney/338/2019/results,Alex de Minaur,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,dh58,Jamie Murray,/en/players/jamie-murray/mc81/overview,jamie-murray,mc81,Bruno Soares,/en/players/bruno-soares/s938/overview,bruno-soares,s938,2019-338
2019,5,b'ASB Classic',301,auckland,"b'Auckland, New Zealand'",2019.01.07,1,7,28,28,Outdoor,Hard,"b'$589,680'",/en/scores/archive/auckland/301/2019/results,Tennys Sandgren,/en/players/tennys-sandgren/sl08/overview,tennys-sandgren,sl08,Ben McLachlan,/en/players/ben-mclachlan/mo07/overview,ben-mclachlan,mo07,Jan-Lennard Struff,/en/players/jan-lennard-struff/sl28/overview,jan-lennard-struff,sl28,2019-301
2019,6,b'Australian Open',580,australian-open,"b'Melbourne, Australia'",2019.01.14,1,14,128,128,Outdoor,Hard,"b'A$29,687,000'",/en/scores/archive/australian-open/580/2019/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Pierre-Hugues Herbert,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,h996,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,m873,2019-580
2019,7,b'Cordoba Open',9158,cordoba,"b'Cordoba, Argentina'",2019.02.04,2,4,28,28,Outdoor,Clay,"b'$589,680'",/en/scores/archive/cordoba/9158/2019/results,Juan Ignacio Londero,/en/players/juan-ignacio-londero/lb84/overview,juan-ignacio-londero,lb84,Roman Jebavy,/en/players/roman-jebavy/j321/overview,roman-jebavy,j321,Andres Molteni,/en/players/andres-molteni/me56/overview,andres-molteni,me56,2019-9158
2019,8,b'Open Sud de France',375,montpellier,"b'Montpellier, France'",2019.02.04,2,4,28,28,Indoor,Hard,"b'\xe2\x82\xac586,140'",/en/scores/archive/montpellier/375/2019/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Edouard Roger-Vasselin,/en/players/edouard-roger-vasselin/r613/overview,edouard-roger-vasselin,r613,2019-375
2019,9,b'Sofia Open',7434,sofia,"b'Sofia, Bulgaria'",2019.02.04,2,4,28,28,Indoor,Hard,"b'\xe2\x82\xac586,140'",/en/scores/archive/sofia/7434/2019/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,2019-7434
2019,10,b'ABN AMRO World Tennis Tournament',407,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",/en/scores/archive/rotterdam/407/2019/results,Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407
