2018,12,17,1,9045,Novak Djokovic,31,,
2018,12,17,2,7480,Rafael Nadal,32,,
2018,12,17,3,6420,Roger Federer,37,,
2018,12,17,4,6385,Alexander Zverev,21,,
2018,12,17,5,5300,Juan Martin del Potro,30,,
2018,12,17,6,4710,Kevin Anderson,32,,
2018,12,17,7,4250,Marin Cilic,30,,
2018,12,17,8,4095,Dominic Thiem,25,,
2018,12,17,9,3590,Kei Nishikori,28,,
2018,12,17,10,3155,John Isner,33,,
2018,12,17,11,2835,Karen Khachanov,22,,
2018,12,17,12,2480,Borna Coric,22,,
2018,12,17,13,2315,Fabio Fognini,31,,
2018,12,17,14,2150,Kyle Edmund,23,,
2018,12,17,15,2095,Stefanos Tsitsipas,20,,
2018,12,17,16,1977,Daniil Medvedev,22,,
2018,12,17,17,1880,Diego Schwartzman,26,,
2018,12,17,18,1855,Milos Raonic,27,,
2018,12,17,19,1835,Grigor Dimitrov,27,,
2018,12,17,20,1819,Marco Cecchinato,26,,
2018,12,17,21,1795,Nikoloz Basilashvili,26,,
2018,12,17,22,1785,David Goffin,28,,
2018,12,17,23,1705,Pablo Carreno Busta,27,,
2018,12,17,24,1605,Roberto Bautista Agut,30,,
2018,12,17,25,1585,Hyeon Chung,22,,
2018,12,17,26,1535,Richard Gasquet,32,,
2018,12,17,27,1440,Denis Shapovalov,19,,
2018,12,17,28,1410,Fernando Verdasco,35,,
2018,12,17,29,1400,Gael Monfils,32,,
2018,12,17,30,1370,Gilles Simon,33,,
2018,12,17,31,1298,Alex de Minaur,19,,
2018,12,17,32,1245,Lucas Pouille,24,,
2018,12,17,33,1190,Steve Johnson,28,,
2018,12,17,34,1125,Philipp Kohlschreiber,35,,
2018,12,17,35,1125,Nick Kyrgios,23,,
2018,12,17,36,1122,Marton Fucsovics,26,,
2018,12,17,37,1106,Andreas Seppi,34,,
2018,12,17,38,1083,John Millman,29,,
2018,12,17,39,1080,Frances Tiafoe,20,,
2018,12,17,40,1050,Jeremy Chardy,31,,
2018,12,17,41,1048,Martin Klizan,29,,
2018,12,17,42,1045,Adrian Mannarino,30,,
2018,12,17,43,1022,Nicolas Jarry,23,,
2018,12,17,44,1017,Joao Sousa,29,,
2018,12,17,45,1014,Malek Jaziri,34,,
2018,12,17,46,1001,Matthew Ebden,31,,
2018,12,17,47,985,Damir Dzumhur,26,,
2018,12,17,48,985,Dusan Lajovic,28,,
2018,12,17,49,974,Taylor Fritz,21,,
2018,12,17,50,965,Robin Haase,31,,
2018,12,17,51,955,Sam Querrey,31,,
2018,12,17,52,935,Benoit Paire,29,,
2018,12,17,53,935,Mikhail Kukushkin,30,,
2018,12,17,54,932,Matteo Berrettini,22,,
