2018,12,31,1,9045,Novak Djokovic,31,,
2018,12,31,2,7480,Rafael Nadal,32,,
2018,12,31,3,6420,Roger Federer,37,,
2018,12,31,4,6385,Alexander Zverev,21,,
2018,12,31,5,5300,Juan Martin del Potro,30,,
2018,12,31,6,4710,Kevin Anderson,32,,
2018,12,31,7,4250,Marin Cilic,30,,
2018,12,31,8,4095,Dominic Thiem,25,,
2018,12,31,9,3590,Kei Nishikori,29,,
2018,12,31,10,3155,John Isner,33,,
2018,12,31,11,2835,Karen Khachanov,22,,
2018,12,31,12,2480,Borna Coric,22,,
2018,12,31,13,2315,Fabio Fognini,31,,
2018,12,31,14,2150,Kyle Edmund,23,,
2018,12,31,15,2095,Stefanos Tsitsipas,20,,
2018,12,31,16,1977,Daniil Medvedev,22,,
2018,12,31,17,1880,Diego Schwartzman,26,,
2018,12,31,18,1855,Milos Raonic,28,,
2018,12,31,19,1835,Grigor Dimitrov,27,,
2018,12,31,20,1819,Marco Cecchinato,26,,
2018,12,31,21,1795,Nikoloz Basilashvili,26,,
2018,12,31,22,1785,David Goffin,28,,
2018,12,31,23,1705,Pablo Carreno Busta,27,,
2018,12,31,24,1605,Roberto Bautista Agut,30,,
2018,12,31,25,1585,Hyeon Chung,22,,
2018,12,31,26,1535,Richard Gasquet,32,,
2018,12,31,27,1440,Denis Shapovalov,19,,
2018,12,31,28,1410,Fernando Verdasco,35,,
2018,12,31,29,1400,Gael Monfils,32,,
2018,12,31,30,1370,Gilles Simon,34,,
2018,12,31,31,1298,Alex de Minaur,19,,
2018,12,31,32,1245,Lucas Pouille,24,,
2018,12,31,33,1190,Steve Johnson,29,,
2018,12,31,34,1125,Philipp Kohlschreiber,35,,
2018,12,31,35,1125,Nick Kyrgios,23,,
2018,12,31,36,1122,Marton Fucsovics,26,,
2018,12,31,37,1106,Andreas Seppi,34,,
2018,12,31,38,1083,John Millman,29,,
2018,12,31,39,1080,Frances Tiafoe,20,,
2018,12,31,40,1050,Jeremy Chardy,31,,
2018,12,31,41,1050,Martin Klizan,29,,
2018,12,31,42,1045,Adrian Mannarino,30,,
2018,12,31,43,1022,Nicolas Jarry,23,,
2018,12,31,44,1017,Joao Sousa,29,,
2018,12,31,45,1014,Malek Jaziri,34,,
2018,12,31,46,1001,Matthew Ebden,31,,
2018,12,31,47,985,Damir Dzumhur,26,,
2018,12,31,48,985,Dusan Lajovic,28,,
2018,12,31,49,974,Taylor Fritz,21,,
2018,12,31,50,965,Robin Haase,31,,
2018,12,31,51,955,Sam Querrey,31,,
2018,12,31,52,935,Benoit Paire,29,,
2018,12,31,53,935,Mikhail Kukushkin,31,,
2018,12,31,54,932,Matteo Berrettini,22,,
2018,12,31,55,903,Pierre-Hugues Herbert,27,,
2018,12,31,56,895,Leonardo Mayer,31,,
2018,12,31,57,875,Jan-Lennard Struff,28,,
2018,12,31,58,860,Guido Pella,28,,
2018,12,31,59,855,Peter Gojowczyk,29,,
2018,12,31,60,823,Marius Copil,28,,
2018,12,31,61,814,Tennys Sandgren,27,,
2018,12,31,62,810,Ryan Harrison,26,,
2018,12,31,63,810,Denis Kudla,26,,
2018,12,31,64,795,Feliciano Lopez,37,,
2018,12,31,65,790,Albert Ramos-Vinolas,30,,
2018,12,31,66,785,Stan Wawrinka,33,,
2018,12,31,67,780,Aljaz Bedene,29,,
2018,12,31,68,760,Andrey Rublev,21,,
2018,12,31,69,750,Mischa Zverev,31,,
2018,12,31,70,716,Vasek Pospisil,28,,
2018,12,31,71,715,Tomas Berdych,33,,
2018,12,31,72,715,Jordan Thompson,24,,
2018,12,31,73,714,Roberto Carballes Baena,25,,
2018,12,31,74,706,Maximilian Marterer,23,,
2018,12,31,75,701,Yoshihito Nishioka,23,,
2018,12,31,76,699,Bradley Klahn,28,,
2018,12,31,77,691,Taro Daniel,25,,
