2019,04,15,1,11070,Novak Djokovic,31,,
2019,04,15,2,8725,Rafael Nadal,32,,
2019,04,15,3,6040,Alexander Zverev,21,,
2019,04,15,4,5590,Roger Federer,37,,
2019,04,15,5,4765,Dominic Thiem,25,,
2019,04,15,6,4200,Kei Nishikori,29,,
2019,04,15,7,4115,Kevin Anderson,32,,
2019,04,15,8,3240,Stefanos Tsitsipas,20,,
2019,04,15,9,3225,Juan Martin del Potro,30,,
2019,04,15,10,3085,John Isner,33,,
2019,04,15,11,3015,Marin Cilic,30,,
2019,04,15,12,2810,Karen Khachanov,22,,
2019,04,15,13,2345,Borna Coric,22,,
2019,04,15,14,2295,Daniil Medvedev,23,,
2019,04,15,15,2140,Milos Raonic,28,,
2019,04,15,16,2021,Marco Cecchinato,26,,
2019,04,15,17,1930,Nikoloz Basilashvili,27,,
2019,04,15,18,1885,Fabio Fognini,31,,
2019,04,15,19,1875,Gael Monfils,32,,
2019,04,15,20,1820,Denis Shapovalov,20,,
2019,04,15,21,1765,David Goffin,28,,
2019,04,15,22,1680,Roberto Bautista Agut,31,1,up
2019,04,15,23,1575,Kyle Edmund,24,1,down
2019,04,15,24,1485,Diego Schwartzman,26,,
2019,04,15,25,1439,Alex de Minaur,20,,
2019,04,15,26,1385,Gilles Simon,34,1,up
2019,04,15,27,1300,Pablo Carreno Busta,27,1,up
2019,04,15,28,1300,Grigor Dimitrov,27,1,up
2019,04,15,29,1290,Frances Tiafoe,21,1,up
2019,04,15,30,1285,Richard Gasquet,32,4,down
2019,04,15,31,1275,Lucas Pouille,25,,
2019,04,15,32,1246,Laslo Djere,23,,
2019,04,15,33,1245,Felix Auger-Aliassime,18,,
2019,04,15,34,1215,Nick Kyrgios,23,1,up
2019,04,15,35,1205,Guido Pella,28,1,down
2019,04,15,36,1185,Stan Wawrinka,34,,
2019,04,15,37,1180,Marton Fucsovics,27,,
2019,04,15,38,1155,Fernando Verdasco,35,,
2019,04,15,39,1095,John Millman,29,1,up
2019,04,15,40,1090,Philipp Kohlschreiber,35,1,up
2019,04,15,41,1055,Jeremy Chardy,32,1,up
2019,04,15,42,1025,Mikhail Kukushkin,31,2,up
2019,04,15,43,993,Benoit Paire,29,26,up
2019,04,15,44,990,Jan-Lennard Struff,28,1,up
2019,04,15,45,977,Radu Albot,29,1,up
2019,04,15,46,970,Andreas Seppi,35,1,up
2019,04,15,47,970,Cristian Garin,22,26,up
2019,04,15,48,950,Dusan Lajovic,28,,
2019,04,15,49,948,Pierre-Hugues Herbert,28,1,up
2019,04,15,50,940,Martin Klizan,29,1,down
2019,04,15,51,937,Joao Sousa,30,8,down
2019,04,15,52,934,Hubert Hurkacz,22,,
2019,04,15,53,931,Matthew Ebden,31,2,down
2019,04,15,54,930,Damir Dzumhur,26,1,down
2019,04,15,55,927,Matteo Berrettini,23,1,down
2019,04,15,56,925,Cameron Norrie,23,1,down
2019,04,15,57,919,Reilly Opelka,21,1,down
2019,04,15,58,915,Adrian Mannarino,30,1,down
2019,04,15,59,875,Steve Johnson,29,20,down
2019,04,15,60,871,Mackenzie McDonald,23,1,down
2019,04,15,61,870,Jaume Munar,21,1,down
2019,04,15,62,850,Leonardo Mayer,31,1,down
2019,04,15,63,835,Robin Haase,32,1,down
2019,04,15,64,819,Ugo Humbert,20,1,down
2019,04,15,65,810,Taylor Fritz,21,7,down
2019,04,15,66,805,Sam Querrey,31,5,up
2019,04,15,67,803,Jordan Thompson,24,,
2019,04,15,68,788,Casper Ruud,20,27,up
2019,04,15,69,772,Yoshihito Nishioka,23,5,down
2019,04,15,70,765,Aljaz Bedene,29,2,down
2019,04,15,71,757,Malek Jaziri,35,6,down
2019,04,15,72,753,Taro Daniel,26,3,up
2019,04,15,73,724,Bernard Tomic,26,6,up
2019,04,15,74,721,Federico Delbonis,28,,
2019,04,15,75,713,Hugo Dellien,25,1,up
2019,04,15,76,707,Ernests Gulbis,30,2,up
2019,04,15,77,706,Mischa Zverev,31,5,down
2019,04,15,78,698,Marius Copil,28,2,up
2019,04,15,79,697,Juan Ignacio Londero,25,13,down
2019,04,15,80,688,Prajnesh Gunneswaran,29,2,up
2019,04,15,81,687,Pablo Cuevas,33,2,up
2019,04,15,82,685,Albert Ramos-Vinolas,31,2,up
2019,04,15,83,675,Nicolas Jarry,23,3,up
2019,04,15,84,668,Guido Andreozzi,27,6,up
2019,04,15,85,663,Denis Kudla,26,,
2019,04,15,86,657,Pablo Andujar,33,16,down
2019,04,15,87,655,Peter Gojowczyk,29,,
2019,04,15,88,655,Feliciano Lopez,37,,
2019,04,15,89,655,Daniel Evans,28,2,up
